uniprot	pfam	start	stop	type
47081135	Q04689	PF06999	60	306	Family
47081834	P25298	PF05843	588	669	Family
47082338	P25298	PF05843	413	603	Family
47099489	P47185	PF00083	63	524	Family
47102318	P42833	PF00083	63	537	Family
47103680	P32465	PF00083	68	528	Family
47104899	P38156	PF00083	102	561	Family
47105778	P53142	PF00083	31	486	Family
47113116	P36035	PF00083	125	563	Family
47118856	P39004	PF00083	68	528	Family
47121577	Q04162	PF00083	307	541	Family
47122556	P54862	PF00083	64	526	Family
47127886	Q04162	PF00083	42	288	Family
47130084	P53631	PF00083	60	521	Family
47131078	P32466	PF00083	65	525	Family
47131990	P38142	PF00083	27	485	Family
47136083	P32467	PF00083	74	534	Family
47137901	P30606	PF00083	112	569	Family
47139784	P25346	PF00083	43	466	Family
47140739	P23585	PF00083	59	519	Family
47144222	P54854	PF00083	63	524	Family
47146269	P30605	PF00083	89	546	Family
47147353	P53048	PF00083	109	567	Family
47148856	P0CD99	PF00083	100	560	Family
47155052	Q12300	PF00083	102	559	Family
47155306	Q12407	PF00083	123	563	Family
47155355	P43562	PF00083	28	490	Family
47156904	P43581	PF00083	52	512	Family
47157190	P0CE00	PF00083	100	560	Family
47160522	P40886	PF00083	69	530	Family
47162614	P10870	PF00083	100	556	Family
47164362	P25297	PF00083	65	557	Family
47170953	P38695	PF00083	89	549	Family
47171804	P39924	PF00083	60	521	Family
47173898	P40885	PF00083	64	526	Family
47175004	P39003	PF00083	68	528	Family
47177034	P39932	PF00083	30	488	Family
47178021	P13181	PF00083	74	534	Family
47180604	P47089	PF01253	95	176	Domain
47180765	P32911	PF01253	22	99	Domain
47185977	Q04600	PF01253	471	549	Domain
47220310	P36051	PF00884	96	322	Family
47229154	P38359	PF00916	122	528	Family
47229607	P53394	PF00916	119	513	Family
47245473	P53273	PF00916	206	606	Family
47248919	Q12325	PF00916	137	544	Family
47283862	P36135	PF03856	111	353	Family
47284067	P53616	PF03856	165	407	Family
47284076	P46955	PF03856	83	325	Family
47284147	Q04018	PF03856	46	304	Family
47284266	P40472	PF03856	221	463	Family
47285735	Q04734	PF06687	2	169	Family
47285793	Q06991	PF06687	6	240	Family
47285870	Q07651	PF06687	7	205	Family
47286055	P34231	PF06687	18	641	Family
47286318	P54003	PF06687	9	206	Family
47286696	P40169	PF06687	7	206	Family
47286727	Q08157	PF06687	5	176	Family
47286913	Q06689	PF06687	6	628	Family
47288295	P43595	PF06687	4	182	Family
47288359	Q06200	PF06687	24	309	Family
47300330	P38254	PF01975	3	238	Family
47306086	P53266	PF02104	78	353	Family
47310017	P53337	PF02077	48	310	Family
47311322	P36080	PF04935	199	400	Family
47314589	P32524	PF01805	93	142	Family
47316765	P32524	PF01805	9	55	Family
47412501	P32580	PF12513	663	710	Family
47417992	Q05948	PF08622	65	261	Domain
47417993	Q05515	PF08622	56	268	Domain
47418082	Q04925	PF08622	76	267	Domain
47418410	Q05515	PF17187	270	468	Domain
47418505	Q04925	PF17187	269	415	Domain
47418705	Q05948	PF17187	263	407	Domain
47419956	Q06707	PF17330	26	128	Family
47426317	Q04659	PF07962	53	137	Family
47426808	P89114	PF07061	11	90	Family
47427011	P09959	PF18530	3	107	Domain
47428642	Q05024	PF02201	122	193	Domain
47432167	Q08747	PF02201	122	193	Domain
47432483	Q04600	PF02201	365	436	Domain
47442875	P43609	PF04433	83	168	Domain
47443750	P32591	PF04433	308	393	Domain
47443936	P28003	PF04433	328	406	Domain
47444167	Q99326	PF04433	278	356	Domain
47446186	P43609	PF16495	406	487	Family
47446707	P32591	PF16495	658	741	Family
47448920	P40342	PF17083	14	144	Family
47450305	Q03784	PF04099	166	218	Family
47450956	Q03630	PF04099	3	128	Family
47451753	Q03784	PF04099	3	73	Family
47453421	P53277	PF08231	58	212	Domain
47455131	Q12271	PF02383	61	376	Family
47456022	P40559	PF02383	70	393	Family
47457112	P50942	PF02383	61	401	Family
47458589	P32368	PF02383	56	342	Family
47458728	P42837	PF02383	104	423	Family
47464748	Q12255	PF00957	165	252	Family
47465443	P36015	PF00957	137	198	Family
47467933	P31109	PF00957	25	113	Family
47468123	P22214	PF00957	129	214	Family
47469852	P33328	PF00957	24	112	Family
47473194	P32867	PF00804	33	225	Domain
47473436	P39926	PF00804	37	230	Domain
47476862	P41834	PF10496	3	90	Domain
47477171	Q01590	PF11416	1	20	Family
47479644	Q12241	PF14523	30	117	Domain
47479696	P32854	PF14523	33	141	Domain
47482548	P41544	PF09801	20	163	Family
47619546	P53040	PF02969	9	74	Domain
47622765	P50105	PF05236	144	383	Family
47623696	P53040	PF07571	315	413	Family
47624303	Q03750	PF10406	174	222	Domain
47627664	Q04226	PF04719	126	232	Domain
47628743	Q05021	PF04658	112	304	Family
47639091	P53228	PF00923	26	329	Domain
47643971	P15019	PF00923	26	329	Domain
47645546	P53230	PF09139	334	380	Family
47645658	P53230	PF09139	113	335	Family
47651333	P38110	PF11640	6	157	Domain
47654140	P53275	PF05742	1	289	Family
47659393	Q04372	PF04177	4	356	Family
47661900	Q99257	PF03943	550	596	Domain
47681054	P34220	PF01026	40	417	Domain
47686499	P38430	PF01026	5	307	Domain
47694459	P32367	PF09734	227	391	Family
47695425	P32367	PF17682	37	169	Domain
47702956	Q12358	PF02668	114	385	Domain
47705421	P23180	PF02668	150	444	Domain
47769959	Q12402	PF03134	71	147	Family
47771177	P48606	PF02970	6	93	Domain
47776229	P13393	PF00352	154	237	Domain
47778035	P13393	PF00352	64	146	Domain
47782317	P53187	PF07106	18	79	Domain
47785319	Q05468	PF04910	327	663	Family
47786089	Q08921	PF10452	30	732	Family
47789676	P40317	PF05794	390	893	Family
47831797	P40045	PF03645	22	125	Family
47834296	P35691	PF00838	1	163	Domain
47834999	P38854	PF17084	1	451	Family
47836808	P18412	PF01285	128	195	Domain
47847118	Q06163	PF12009	282	411	Domain
47848003	P53038	PF10193	434	546	Family
47850073	Q08224	PF03070	340	550	Family
47852909	Q06490	PF03070	361	571	Family
47853347	P25362	PF03070	9	215	Family
47854272	Q08975	PF03070	340	550	Family
48156018	P36145	PF18121	187	247	Domain
48157353	Q02939	PF03849	12	406	Family
48158689	Q02939	PF18307	439	506	Domain
48159507	Q12004	PF03850	23	309	Domain
48160237	Q3E7C1	PF06331	1	66	Family
48161455	Q08816	PF17110	164	324	Family
48163875	P32773	PF03153	161	285	Family
48164399	P32773	PF03153	9	170	Family
48165604	P32774	PF02751	61	118	Domain
48166486	P32774	PF02268	6	53	Domain
48166998	P29056	PF00382	182	255	Domain
48169036	P29055	PF00382	239	309	Domain
48169118	P29055	PF00382	133	203	Domain
48174339	P29056	PF00382	87	157	Domain
48175067	P06844	PF02269	5	96	Domain
48176890	P11747	PF02269	9	101	Domain
48177243	Q05027	PF02291	26	152	Domain
48178129	Q03761	PF03847	416	488	Domain
48179578	Q12030	PF03540	86	135	Family
48180865	P38129	PF04494	146	277	Family
48183358	P36100	PF02002	11	118	Family
48184729	P36145	PF02186	124	186	Domain
48185363	P41895	PF05793	293	442	Family
48186324	P41896	PF02270	292	356	Domain
48187472	P41896	PF17683	65	227	Family
48189890	Q12415	PF10419	289	435	Domain
48190666	Q04307	PF01096	67	108	Domain
48191272	P27999	PF01096	73	111	Domain
48192265	P32529	PF01096	84	122	Domain
48193134	P07273	PF01096	269	307	Domain
48195798	P07273	PF07500	146	256	Domain
48196273	P36106	PF07500	235	362	Domain
48202365	P47161	PF04253	683	811	Domain
48203030	Q08693	PF04253	668	800	Domain
48203805	Q08919	PF04253	642	770	Domain
48206976	P36100	PF08271	122	171	Domain
48207918	P29056	PF08271	2	46	Domain
48209125	P29055	PF08271	22	66	Domain
48228034	P04801	PF02824	75	135	Family
48230734	P39729	PF02824	294	368	Family
48232674	P53295	PF02824	294	367	Family
48266595	Q02046	PF00763	7	121	Domain
48271281	P09440	PF00763	37	154	Domain
48273016	P07245	PF00763	5	122	Domain
48284009	P07245	PF02882	125	300	Domain
48287142	P09440	PF02882	157	324	Domain
48287249	Q02046	PF02882	132	220	Domain
48290581	P53215	PF04446	6	138	Domain
48291663	P53215	PF14413	141	231	Domain
48293192	P32318	PF01946	49	306	Family
48294463	P35195	PF01910	8	99	Domain
48309162	P38756	PF00899	57	338	Domain
48311038	P52488	PF00899	2	437	Domain
48311662	P22515	PF00899	417	923	Domain
48317029	P36101	PF00899	64	347	Domain
48321301	P38820	PF00899	47	289	Domain
48325368	P22515	PF00899	19	413	Domain
48326007	P38862	PF00899	304	571	Domain
48327128	Q06624	PF00899	16	345	Domain
48331185	Q99344	PF00899	1	295	Domain
48365985	P41338	PF02803	274	397	Domain
48374717	P27796	PF02803	296	416	Domain
48402834	P41338	PF00108	5	267	Domain
48418827	P27796	PF00108	36	289	Domain
48433635	P40557	PF00085	33	139	Domain
48440674	P17967	PF00085	33	137	Domain
48444940	P32474	PF00085	34	138	Domain
48450111	Q99316	PF00085	27	119	Domain
48454569	P22217	PF00085	2	101	Domain
48454929	Q12404	PF00085	30	134	Domain
48460294	P25372	PF00085	27	126	Domain
48463521	P22803	PF00085	2	102	Domain
48464174	P32642	PF00085	3	106	Domain
48468519	Q03835	PF00085	3	107	Domain
48468953	P32474	PF00085	376	484	Domain
48472817	P17967	PF00085	377	482	Domain
48485070	P22023	PF18401	254	395	Domain
48486065	P22023	PF18402	409	631	Domain
48508801	P32474	PF13848	171	338	Domain
48511858	P17967	PF13848	166	341	Domain
48519336	Q06682	PF13899	218	306	Domain
48545146	P40040	PF18592	122	177	Domain
48545645	P53552	PF11262	937	1116	Family
48546648	P53552	PF11262	1109	1192	Family
48547489	P53552	PF11732	658	732	Family
48548460	P53552	PF16134	29	656	Family
48550063	P33441	PF05615	8	159	Family
48550765	O13539	PF09432	115	243	Family
48553917	P42947	PF06738	345	386	Family
48555200	P42946	PF06738	1	201	Family
48557325	P42946	PF12821	223	369	Family
48565146	P00927	PF00585	485	574	Domain
48567161	P00927	PF00585	383	480	Domain
48572293	P16120	PF14821	7	88	Domain
48572636	Q04746	PF04163	1	504	Family
48580120	P53072	PF02926	99	259	Domain
48600079	P00572	PF02223	10	196	Domain
48608788	P06785	PF00303	11	304	Domain
48634168	P40578	PF01833	530	608	Domain
48638108	P35210	PF01833	508	592	Domain
48659701	P00942	PF00121	5	244	Domain
48672663	P32897	PF02466	97	210	Family
48673979	P39515	PF02466	14	122	Family
48675871	Q12328	PF02466	42	186	Family
48677266	P53220	PF08294	67	219	Domain
48678345	Q01852	PF04280	270	424	Domain
48681921	P47045	PF11711	20	466	Family
48682703	P53840	PF04821	44	366	Family
48687313	Q12199	PF04176	128	319	Family
48689444	Q03940	PF06068	23	378	Domain
48691185	Q12464	PF06068	19	362	Domain
48692521	Q12464	PF17856	367	432	Domain
48693453	Q03940	PF17856	383	448	Domain
48724689	Q08952	PF07534	100	273	Domain
48725482	Q12108	PF07534	353	515	Domain
48741065	Q08687	PF11176	19	168	Family
48741702	Q3E764	PF09072	3	64	Family
48753762	Q99382	PF05620	1	171	Family
48761814	P47131	PF03647	3	97	Family
48764612	Q06537	PF10190	35	139	Family
48768683	P47166	PF12329	158	231	Coiled-coil
48769507	P47166	PF12325	585	699	Coiled-coil
48773465	P41835	PF02581	12	212	Domain
48851814	Q08176	PF08219	9	91	Domain
48853178	P49334	PF04281	1	141	Family
48854297	P50110	PF10568	22	162	Family
48855116	P50110	PF11801	179	326	Domain
48855300	P80967	PF10642	1	47	Family
48855505	P33448	PF17112	17	61	Family
48855754	P53507	PF08038	14	54	Family
48958582	P13099	PF01131	170	625	Family
48970263	P04786	PF01028	364	591	Domain
48972541	P04786	PF02919	143	361	Family
48973554	P04786	PF14370	699	769	Family
48995944	P13099	PF01751	3	156	Family
49000295	P06786	PF01751	444	559	Family
49028189	P06786	PF16898	559	688	Family
49054378	Q12046	PF16131	4	114	Domain
49058293	P23179	PF04406	106	168	Domain
49064514	P35202	PF04265	236	305	Domain
49070931	P35202	PF04263	55	218	Domain
49080638	Q03096	PF10341	20	146	Family
49091407	Q06408	PF02775	443	595	Domain
49092309	P39994	PF02775	392	540	Domain
49101097	P26263	PF02775	387	526	Domain
49106410	P16467	PF02775	387	537	Domain
49109476	P06169	PF02775	387	526	Domain
49111528	P07342	PF02775	496	643	Domain
49120186	Q07471	PF02775	398	555	Domain
49124927	P16467	PF00205	201	337	Domain
49130342	P26263	PF00205	201	335	Domain
49134011	Q07471	PF00205	212	348	Domain
49135123	P39994	PF00205	195	327	Domain
49141604	P07342	PF00205	289	434	Domain
49141629	P06169	PF00205	201	336	Domain
49143991	Q06408	PF00205	244	383	Domain
49160060	P07342	PF02776	92	261	Domain
49160239	P06169	PF02776	4	180	Domain
49160339	Q07471	PF02776	15	190	Domain
49163740	P16467	PF02776	4	180	Domain
49169530	P26263	PF02776	4	179	Domain
49177908	P39994	PF02776	3	170	Domain
49183603	Q06408	PF02776	26	219	Domain
49185771	Q12118	PF00515	170	203	Repeat
49188695	P07213	PF00515	99	132	Repeat
49191200	P33313	PF00515	122	154	Repeat
49193163	P35056	PF00515	492	524	Repeat
49193758	P38042	PF00515	608	641	Repeat
49194728	P15705	PF00515	74	107	Repeat
49203554	P14922	PF00515	330	362	Repeat
49204303	Q12118	PF00515	136	169	Repeat
49205444	P47103	PF00515	330	363	Repeat
49209451	P38825	PF00515	412	445	Repeat
49209689	P38825	PF00515	127	160	Repeat
49210050	P38042	PF00515	540	573	Repeat
49210377	P15705	PF00515	430	463	Repeat
49229039	P16522	PF13414	438	479	Repeat
49355406	P33339	PF13432	132	180	Family
49380911	P07213	PF13432	435	497	Family
49381863	P38042	PF13432	680	742	Family
49410470	P35056	PF13432	316	380	Family
49431442	P38825	PF14559	540	596	Domain
49443664	P25638	PF14559	14	80	Domain
49469378	P17883	PF18833	151	241	Repeat
49481282	P33339	PF13174	960	991	Repeat
49488772	P89105	PF13176	735	768	Repeat
49506103	P14922	PF13181	296	329	Repeat
49507484	P16522	PF13181	215	245	Repeat
49507999	P16522	PF13181	397	430	Repeat
49510718	P38825	PF13181	378	411	Repeat
49514255	P38825	PF13181	162	194	Repeat
49517452	P17883	PF13181	1019	1052	Repeat
49521876	P38042	PF13181	574	607	Repeat
49526578	P16522	PF13181	500	531	Repeat
49529084	Q04364	PF13181	394	427	Repeat
49534399	P16522	PF13181	536	567	Repeat
49541413	P33339	PF13181	508	535	Repeat
49550312	P42842	PF13181	637	670	Repeat
49567884	Q02455	PF07926	999	1127	Coiled-coil
49569828	P22215	PF03151	80	441	Family
49575957	P39542	PF03151	252	387	Family
49576295	Q03697	PF03151	4	158	Family
49578497	P39542	PF03151	13	243	Family
49588653	P32469	PF00590	1	238	Domain
49600643	P36150	PF00590	327	536	Domain
49635172	P33753	PF01938	163	227	Domain
49644292	P28496	PF08390	110	168	Family
49644665	P38703	PF08390	110	168	Family
49651503	P47153	PF03798	74	264	Domain
49654184	P28496	PF03798	172	377	Domain
49655095	P38703	PF03798	172	377	Domain
49656102	Q06107	PF03798	99	295	Domain
49661262	P53212	PF01709	30	287	Family
49668643	Q12226	PF02458	129	467	Family
49757100	P23254	PF02780	546	656	Domain
49757575	P33315	PF02780	546	657	Domain
49762294	P32473	PF02780	231	355	Domain
49776060	P23254	PF00456	7	339	Domain
49778450	P33315	PF00456	7	339	Domain
49816967	P23254	PF02779	354	533	Domain
49818671	P32473	PF02779	37	215	Domain
49827748	P20967	PF02779	644	857	Domain
49830225	P33315	PF02779	354	533	Domain
49909516	P40039	PF02133	73	489	Family
49911538	Q08485	PF02133	34	485	Family
49911869	P17064	PF02133	76	494	Family
49914247	P38196	PF02133	119	575	Family
49914332	Q04895	PF02133	105	564	Family
49915686	Q05998	PF02133	34	483	Family
49915752	P53099	PF02133	80	457	Family
49915823	Q08579	PF02133	34	482	Family
49916015	P05316	PF02133	103	562	Family
49916806	Q12119	PF02133	73	491	Family
50019546	Q99394	PF04051	45	265	Family
50019657	Q03337	PF04051	62	271	Family
50020679	P36149	PF04051	30	179	Family
50023137	P46944	PF12739	223	666	Family
50023974	Q03660	PF12584	976	1099	Family
50024454	Q04183	PF08626	7	1253	Family
50029016	Q06631	PF08164	414	498	Domain
50050739	P32356	PF01204	163	721	Domain
50050916	P35172	PF01204	192	750	Domain
50054307	P35172	PF07492	135	164	Domain
50054313	P32356	PF07492	106	135	Domain
50056103	P38427	PF02358	819	1055	Family
50058185	P38426	PF02358	785	1011	Family
50059686	P31688	PF02358	575	822	Family
50063869	Q02457	PF08558	29	306	Domain
50144121	P28584	PF02386	301	846	Family
50146517	P12685	PF02386	624	1180	Family
50153104	P15565	PF02005	33	490	Family
50158256	P53738	PF03966	2	124	Domain
50159391	Q12383	PF05206	179	474	Family
50165384	P32559	PF10396	38	173	Family
50182643	P26637	PF00133	41	149	Family
50195884	P48526	PF00133	63	714	Family
50199133	P26637	PF00133	179	769	Family
50208852	P09436	PF00133	16	641	Family
50214693	P11325	PF00133	434	604	Family
50215223	P07806	PF00133	156	780	Family
50222159	P48527	PF00579	80	397	Family
50234174	P04803	PF00579	29	335	Family
50239594	P36421	PF00579	35	335	Family
50240645	Q12109	PF00579	246	389	Family
50242412	P48525	PF00749	44	365	Domain
50247471	P13188	PF00749	251	565	Domain
50259792	P46655	PF00749	201	507	Domain
50265256	P13188	PF03950	567	752	Domain
50265777	P46655	PF03950	509	681	Domain
50269923	P38714	PF00750	159	511	Family
50273251	Q05506	PF00750	123	475	Family
50290449	P53852	PF01406	49	475	Family
50299341	P00958	PF09334	198	590	Family
50300195	P22438	PF09334	15	404	Family
50311793	P11325	PF09334	49	190	Family
50312978	P11325	PF13603	236	412	Domain
50323268	P15179	PF00152	145	628	Domain
50327935	P38707	PF00152	230	549	Domain
50329017	P25345	PF00152	134	486	Domain
50331952	P32048	PF00152	207	570	Domain
50338555	P04802	PF00152	227	552	Domain
50351099	P15180	PF00152	225	577	Domain
50354208	P07236	PF00587	114	337	Domain
50361409	P07284	PF00587	232	419	Domain
50365279	P38705	PF00587	239	422	Domain
50370053	P04801	PF00587	404	617	Domain
50371332	P38708	PF00587	277	459	Domain
50377866	Q06817	PF00587	177	482	Domain
50382882	P39965	PF00587	100	429	Domain
50393994	P40825	PF01411	38	617	Family
50405461	P08425	PF01409	210	360	Domain
50407139	P08425	PF01409	45	191	Domain
50409941	P15625	PF01409	212	492	Domain
50423181	P07263	PF13393	60	407	Domain
50423484	P15442	PF13393	1068	1357	Domain
50436944	P32048	PF01336	101	193	Domain
50438465	P25345	PF01336	34	117	Domain
50445950	P26754	PF01336	69	157	Domain
50446515	P15179	PF01336	50	128	Domain
50453488	P04802	PF01336	109	197	Domain
50454728	P22336	PF01336	197	286	Domain
50455762	P38707	PF01336	132	211	Domain
50458973	P15180	PF01336	124	209	Domain
50491900	P46672	PF01588	211	305	Domain
50493048	P53914	PF13725	773	1008	Family
50510885	P16658	PF01974	259	344	Domain
50511477	P39707	PF01974	180	271	Domain
50514037	Q02825	PF12928	75	144	Domain
50515240	P09880	PF08302	565	827	Domain
50515638	P09880	PF08303	393	561	Domain
50515980	Q12400	PF01746	104	276	Family
50535441	Q12093	PF03054	27	407	Family
50546586	P04801	PF07973	256	305	Domain
50548835	P40825	PF07973	715	774	Domain
50549604	P53960	PF07973	227	271	Domain
50560576	P15624	PF17759	372	591	Domain
50570268	P13188	PF04558	5	163	Family
50570762	P13188	PF04557	166	247	Family
50580937	P33753	PF05958	369	639	Family
50597621	P40414	PF12718	7	149	Coiled-coil
50597903	P17536	PF12718	7	71	Coiled-coil
50598191	P17536	PF12718	65	187	Coiled-coil
50602211	Q08844	PF06011	204	652	Family
50602610	P53121	PF06011	172	603	Family
50602720	P39719	PF06011	182	628	Family
50603154	Q08967	PF06011	166	597	Family
50616474	Q08844	PF14558	60	199	Domain
50616706	Q08967	PF14558	26	161	Domain
50617139	P53121	PF14558	32	167	Domain
50617254	P39719	PF14558	38	177	Domain
50621746	P00931	PF00290	9	268	Domain
50631737	P32893	PF12735	252	559	Family
50641337	P33322	PF16198	197	264	Family
50646320	P48567	PF01509	57	202	Family
50651191	P33322	PF01509	80	196	Family
50655168	Q08647	PF01142	194	658	Family
50737758	P53920	PF13365	104	250	Domain
50819141	P47168	PF10521	46	331	Family
50822622	P38254	PF03133	388	732	Family
50842043	P09734	PF00091	3	215	Domain
50848963	P09733	PF00091	3	215	Domain
50849824	P02557	PF00091	3	212	Domain
50851555	P53378	PF00091	4	214	Domain
50860711	Q03652	PF14881	118	310	Domain
50866052	P09734	PF03953	264	394	Domain
50866210	P02557	PF03953	261	383	Domain
50866494	P09733	PF03953	264	394	Domain
50869283	P53378	PF03953	263	392	Domain
50882273	Q08649	PF11717	21	74	Family
50882689	Q12432	PF11717	8	99	Family
50890190	P54730	PF11470	6	71	Family
50891387	P16649	PF08581	11	88	Domain
50900180	P0CX60	PF01021	17	114	Family
50900181	P25383	PF01021	17	114	Family
50900182	Q12112	PF01021	17	114	Family
50900184	P0CX76	PF01021	17	114	Family
50900185	P0CX59	PF01021	17	114	Family
50900186	P0CX73	PF01021	17	114	Family
50900187	P47099	PF01021	17	114	Family
50900189	P0C2J4	PF01021	17	114	Family
50900193	Q04215	PF01021	17	114	Family
50900194	P0C2I2	PF01021	17	114	Family
50900195	Q12088	PF01021	17	114	Family
50900196	P0C2I8	PF01021	17	114	Family
50900197	Q12141	PF01021	17	114	Family
50900201	P0CX66	PF01021	17	114	Family
50900202	P0C2I5	PF01021	17	114	Family
50900203	P0C2I9	PF01021	17	114	Family
50900205	P0C2I3	PF01021	17	114	Family
50900206	Q12470	PF01021	17	114	Family
50900207	P0C2J3	PF01021	17	114	Family
50900210	Q12414	PF01021	17	114	Family
50900211	Q04706	PF01021	17	114	Family
50900212	P0C2I6	PF01021	17	114	Family
50900215	P0CX58	PF01021	17	114	Family
50900218	P0C2I4	PF01021	17	114	Family
50900219	Q92392	PF01021	17	114	Family
50900220	Q12501	PF01021	17	114	Family
50900226	Q03964	PF01021	17	114	Family
50900227	O13535	PF01021	17	114	Family
50900228	Q12441	PF01021	17	114	Family
50900229	Q12439	PF01021	17	114	Family
50900230	Q03612	PF01021	17	114	Family
50900231	P0CX63	PF01021	17	114	Family
50900233	P25384	PF01021	17	114	Family
50900234	Q03619	PF01021	17	114	Family
50900236	Q99337	PF01021	17	114	Family
50900239	Q6Q5H1	PF01021	17	114	Family
50900240	O74302	PF01021	17	114	Family
50900241	Q03855	PF01021	17	114	Family
50900243	Q12490	PF01021	17	114	Family
50900244	P0CX70	PF01021	17	114	Family
50900246	Q03856	PF01021	17	114	Family
50900249	Q04214	PF01021	17	114	Family
50900250	Q03434	PF01021	17	114	Family
50900251	Q12260	PF01021	17	114	Family
50900252	Q12472	PF01021	17	114	Family
50900253	Q04711	PF01021	17	114	Family
50900255	Q12491	PF01021	17	114	Family
50900258	P0CX67	PF01021	17	114	Family
50900259	Q99303	PF01021	17	114	Family
50900260	Q07791	PF01021	17	114	Family
50900262	P0CX69	PF01021	17	114	Family
50900264	P0CX68	PF01021	17	114	Family
50900265	Q12085	PF01021	17	114	Family
50900266	Q07793	PF01021	17	114	Family
50900268	Q92393	PF01021	17	114	Family
50900269	P47100	PF01021	17	114	Family
50900271	P0CX61	PF01021	17	114	Family
50900272	P0C2J1	PF01021	17	114	Family
50900273	Q12273	PF01021	17	114	Family
50900274	P0CX62	PF01021	17	114	Family
50900277	P0CX75	PF01021	17	114	Family
50900278	Q99231	PF01021	17	114	Family
50900280	P0CX74	PF01021	17	114	Family
50900281	P0CX57	PF01021	17	114	Family
50900284	P47098	PF01021	17	114	Family
50900286	Q12193	PF01021	17	114	Family
50900287	P0C2J0	PF01021	17	114	Family
50900288	Q12391	PF01021	17	114	Family
50900290	Q12293	PF01021	17	114	Family
50900292	Q04670	PF01021	17	114	Family
50900294	Q12392	PF01021	17	114	Family
50900296	P0CX64	PF01021	17	114	Family
50900298	P0CX71	PF01021	17	114	Family
50900300	Q12217	PF01021	17	114	Family
50900301	Q12113	PF01021	17	114	Family
50900303	Q12269	PF01021	17	114	Family
50900304	P0CX65	PF01021	17	114	Family
50900309	Q12316	PF01021	17	114	Family
50900310	Q12266	PF01021	17	114	Family
50900311	Q03483	PF01021	17	114	Family
50900312	P0CX72	PF01021	17	114	Family
50900314	Q12485	PF01021	17	114	Family
50900316	Q03494	PF01021	17	114	Family
50904799	P38319	PF06087	83	529	Family
50913795	Q07648	PF02580	2	147	Family
50919760	P53177	PF02676	9	227	Family
50925907	P54860	PF04564	881	953	Domain
50932211	Q00916	PF12220	6	97	Family
50933130	P42945	PF12397	230	355	Family
50934589	Q02354	PF08640	8	91	Family
50934873	Q08492	PF08297	111	208	Family
50936095	P33334	PF10597	1282	1415	Domain
50937419	P33334	PF10596	1514	1672	Domain
50937883	Q12520	PF08449	7	328	Family
50939903	P40004	PF08449	3	327	Family
50942702	P38204	PF05234	1	120	Family
50949569	P32628	PF00627	147	183	Domain
50951130	P40087	PF00627	390	426	Domain
50956675	P40956	PF00627	194	231	Domain
50958474	P32628	PF00627	356	392	Domain
50958918	P38237	PF00627	586	623	Domain
50959163	Q12242	PF00627	2	38	Domain
50959178	P34216	PF00627	1341	1377	Domain
50960476	P06782	PF08587	344	389	Domain
50960746	P21734	PF09288	161	215	Domain
50961724	Q06682	PF14555	3	46	Domain
50962239	P34223	PF14555	6	47	Domain
50962719	Q12395	PF14555	15	55	Domain
50963825	Q04228	PF14555	18	62	Domain
50968045	P22515	PF10585	606	856	Domain
50969218	P52488	PF10585	233	363	Domain
50971200	P21592	PF01040	160	412	Family
50976251	P32378	PF01040	91	353	Family
50996244	Q03034	PF01977	14	438	Family
51004102	P49017	PF01209	56	306	Family
51008357	Q06677	PF09145	138	181	Domain
51009704	P0CG63	PF00240	307	378	Domain
51014044	P0CG63	PF00240	79	150	Domain
51015142	P0CH09	PF00240	3	74	Domain
51015143	P0CG63	PF00240	231	302	Domain
51017532	P32628	PF00240	4	75	Domain
51018279	P48510	PF00240	5	75	Domain
51020545	Q12285	PF00240	70	151	Domain
51020733	Q03919	PF00240	3	74	Domain
51020758	P0CG63	PF00240	155	226	Domain
51025082	P0CH08	PF00240	3	74	Domain
51026608	Q12306	PF00240	24	96	Domain
51027237	Q6Q546	PF00240	4	72	Domain
51036828	P0CG63	PF00240	3	74	Domain
51037051	P05759	PF00240	3	74	Domain
51039187	P53904	PF14560	1	90	Domain
51043336	P21560	PF03981	145	288	Family
51045056	Q03280	PF14377	2325	2359	Repeat
51046630	Q03280	PF14377	2367	2400	Repeat
51050206	P34223	PF00789	343	422	Domain
51050985	P54730	PF00789	272	351	Domain
51052967	Q06682	PF00789	414	494	Domain
51053420	P38349	PF00789	211	292	Domain
51055810	P47049	PF00789	185	266	Domain
51056158	Q12229	PF00789	355	452	Domain
51056838	Q04228	PF00789	426	570	Domain
51057113	P39967	PF00443	134	664	Family
51057825	Q02863	PF00443	53	494	Family
51060142	P36026	PF00443	298	704	Family
51061908	P39538	PF00443	364	1107	Family
51062973	P50101	PF00443	205	533	Family
51067314	P43593	PF00443	109	494	Family
51067753	Q01477	PF00443	460	908	Family
51068710	P53874	PF00443	362	730	Family
51073560	P25037	PF00443	101	735	Family
51073658	P38237	PF00443	323	778	Family
51079632	P50102	PF00443	137	465	Family
51079913	Q01476	PF00443	736	1255	Family
51082807	P38187	PF00443	140	665	Family
51083500	P39944	PF00443	446	801	Family
51083615	P32571	PF00443	562	920	Family
51084461	P43589	PF00443	150	439	Family
51084829	P40453	PF00443	609	1066	Family
51085948	P53010	PF13423	505	829	Family
51088884	P08525	PF02939	12	89	Family
51090050	P00128	PF02271	19	118	Family
51094190	P00127	PF02320	76	147	Family
51095032	P08067	PF02921	29	87	Family
51096030	P22289	PF05365	4	56	Family
51116145	P12887	PF03167	148	324	Domain
