	uniprot	pfam	start	stop	type	Name	ID
46545741	Q12455	PF17284	13	68	Domain	Spermidine synthase tetramerisation domain	Spermine_synt_N
46548022	Q12074	PF17284	13	68	Domain	Spermidine synthase tetramerisation domain	Spermine_synt_N
46549867	Q04438	PF17325	3	114	Family	Stationary phase protein 4	SPG4
46557851	P50084	PF05032	89	123	Family	Spo12 family	Spo12
46558028	P17123	PF05032	117	153	Family	Spo12 family	Spo12
46558681	P40511	PF08631	194	477	Family	Meiosis protein SPO22/ZIP4 like	SPO22
46559077	P18410	PF03907	45	250	Family	Spo7-like protein	Spo7
46559543	Q03868	PF15407	31	94	Domain	Sporulation protein family 7	Spo7_2_N
46563695	P36106	PF07744	311	589	Domain	SPOC domain	SPOC
46577336	P38797	PF07228	99	343	Family	Stage II sporulation protein E (SpoIIE)	SpoIIE
46655494	P25270	PF00588	241	406	Family	SpoU rRNA Methylase family	SpoU_methylase
46665268	Q07527	PF00588	1285	1429	Family	SpoU rRNA Methylase family	SpoU_methylase
46674452	P25270	PF08032	125	198	Domain	RNA 2'-O ribose methyltransferase substrate binding	SpoU_sub_bind
46714327	P32343	PF00622	230	344	Family	SPRY domain	SPRY
46716614	Q03212	PF00622	237	373	Family	SPRY domain	SPRY
46719279	P53076	PF00622	401	590	Family	SPRY domain	SPRY
46730354	P32558	PF08644	553	707	Family	FACT complex subunit (SPT16/CDC68)	SPT16
46731771	P06843	PF08243	216	330	Domain	SPT2 chromatin protein	SPT2
46732381	P50875	PF12090	122	343	Family	Spt20 family	Spt20
46734753	P32914	PF06093	4	79	Domain	Spt4/RpoE2 zinc finger	Spt4
46736067	P27692	PF03439	286	372	Family	Early transcription elongation factor of RNA pol II, NGN section	Spt5-NGN
46738080	P27692	PF11942	180	280	Domain	Spt5 transcription elongation factor, acidic N-terminal	Spt5_N
46738685	P23615	PF14632	38	128	Family	Acidic N-terminal SPT6	SPT6_acidic
46743422	P39535	PF03105	1	183	Domain	SPX domain	SPX
46743867	P25360	PF03105	1	335	Domain	SPX domain	SPX
46744920	P27514	PF03105	1	67	Domain	SPX domain	SPX
46745171	P39535	PF03105	183	289	Domain	SPX domain	SPX
46745309	P17442	PF03105	1	50	Domain	SPX domain	SPX
46745879	P40528	PF03105	74	304	Domain	SPX domain	SPX
46747071	P17442	PF03105	97	171	Domain	SPX domain	SPX
46748101	Q02979	PF03105	1	76	Domain	SPX domain	SPX
46748554	P40528	PF03105	1	88	Domain	SPX domain	SPX
46749967	P27514	PF03105	39	258	Domain	SPX domain	SPX
46753081	P38604	PF13243	387	724	Domain	Squalene-hopene cyclase C-terminal domain	SQHop_cyclase_C
46756493	P38604	PF13249	81	365	Domain	Squalene-hopene cyclase N-terminal domain	SQHop_cyclase_N
46763219	P29704	PF00494	46	327	Domain	Squalene/phytoene synthase	SQS_PSY
46768566	P38968	PF07304	1130	1272	Family	Steroid receptor RNA activator (SRA1)	SRA1
46772009	Q04471	PF02586	1	240	Family	SOS response associated peptidase (SRAP)	SRAP
46795250	Q12224	PF00319	10	57	Domain	SRF-type transcription factor (DNA-binding and dimerisation domain)	SRF-TF
46797193	P07249	PF00319	87	134	Domain	SRF-type transcription factor (DNA-binding and dimerisation domain)	SRF-TF
46797869	P11746	PF00319	25	72	Domain	SRF-type transcription factor (DNA-binding and dimerisation domain)	SRF-TF
46802354	P38128	PF00319	10	57	Domain	SRF-type transcription factor (DNA-binding and dimerisation domain)	SRF-TF
46806856	P46995	PF08236	625	711	Domain	SRI (Set2 Rpb1 interacting) domain	SRI
46808047	P32916	PF04086	86	270	Family	Signal recognition particle, alpha subunit, N-terminal	SRP-alpha_N
46809353	P38985	PF02290	7	120	Domain	Signal recognition particle 14kD protein	SRP14
46810156	P29478	PF01922	100	196	Family	SRP19 protein	SRP19
46810947	P25610	PF00660	25	118	Family	Seripauperin and TIP1 family	SRP1_TIP1
46810949	P53343	PF00660	22	115	Family	Seripauperin and TIP1 family	SRP1_TIP1
46810954	P0CE85	PF00660	25	118	Family	Seripauperin and TIP1 family	SRP1_TIP1
46810962	Q07987	PF00660	25	118	Family	Seripauperin and TIP1 family	SRP1_TIP1
46810973	P40585	PF00660	25	118	Family	Seripauperin and TIP1 family	SRP1_TIP1
46810987	P0CE90	PF00660	22	115	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811001	Q12218	PF00660	13	116	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811004	Q3E770	PF00660	22	115	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811006	P38725	PF00660	22	115	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811028	P10863	PF00660	13	115	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811049	P39545	PF00660	23	55	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811055	Q03050	PF00660	22	115	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811067	P32612	PF00660	22	115	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811072	P43575	PF00660	24	117	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811125	P47179	PF00660	24	117	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811128	Q07988	PF00660	37	133	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811140	P0CE89	PF00660	22	115	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811162	P35994	PF00660	25	118	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811180	P38155	PF00660	22	115	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811186	P0CE86	PF00660	65	158	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811202	P0CE93	PF00660	22	115	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811209	P0CE92	PF00660	22	115	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811218	P27654	PF00660	14	113	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811219	P0CE87	PF00660	65	158	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811234	Q08322	PF00660	22	115	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811260	P53427	PF00660	22	115	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811271	P0CE91	PF00660	22	115	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811273	P0CE88	PF00660	22	115	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811307	P33890	PF00660	13	115	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811323	P47178	PF00660	24	117	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811329	Q12370	PF00660	25	118	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811338	P40552	PF00660	10	116	Family	Seripauperin and TIP1 family	SRP1_TIP1
46811668	P32583	PF05022	334	404	Domain	SRP40, C-terminal domain	SRP40_C
46818175	P32916	PF00448	468	621	Domain	SRP54-type protein, GTPase domain	SRP54
46829731	P20424	PF00448	109	304	Domain	SRP54-type protein, GTPase domain	SRP54
46831265	P32916	PF00448	397	470	Domain	SRP54-type protein, GTPase domain	SRP54
46834852	P32916	PF02881	292	370	Domain	SRP54-type protein, helical bundle domain	SRP54_N
46836482	P20424	PF02881	6	88	Domain	SRP54-type protein, helical bundle domain	SRP54_N
46850045	P38687	PF16969	21	551	Family	RNA-binding signal recognition particle 68	SRP68
46851475	P38688	PF08492	534	595	Domain	SRP72 RNA-binding domain	SRP72
46852892	P32342	PF05486	3	78	Domain	Signal recognition particle 9 kDa protein (SRP9)	SRP9-21
46853431	P36057	PF09439	36	221	Domain	Signal recognition particle receptor beta subunit	SRPRB
46857555	P20424	PF02978	335	437	Domain	Signal peptide binding domain	SRP_SPB
46864213	Q06688	PF07985	57	113	Domain	SRR1	SRR1
46865729	P32916	PF09201	1	155	Domain	SRX, signal recognition particle receptor alpha subunit	SRX
46870596	P32445	PF00436	19	116	Domain	Single-strand binding protein family	SSB
46911825	P33413	PF00474	48	465	Family	Sodium:solute symporter family	SSF
46919545	Q04673	PF04056	129	325	Family	Ssl1-like	Ssl1
46925134	Q04636	PF03531	110	179	Domain	Structure-specific recognition protein (SSRP1)	SSrecog
46926184	P53538	PF04722	9	206	Family	Ssu72-like protein	Ssu72
46929273	P40541	PF08514	214	344	Family	STAG domain	STAG
46952916	P53394	PF01740	576	707	Domain	STAS domain	STAS
46958152	P38359	PF01740	633	790	Domain	STAS domain	STAS
46965526	P53273	PF01740	657	777	Domain	STAS domain	STAS
46981390	Q12427	PF10330	39	125	Family	Putative Sin3 binding protein	Stb3
46982162	Q02794	PF17235	132	344	Family	STD1/MTH1	STD1
46982224	P35198	PF17235	121	333	Family	STD1/MTH1	STD1
46982706	P13574	PF02200	58	167	Family	STE like transcription factor	STE
46982944	D6VTK4	PF02116	17	297	Family	Fungal pheromone mating factor STE2 GPCR	STE2
46983221	P06783	PF02076	9	289	Family	Pheromone A receptor	STE3
46984369	P32917	PF11610	287	316	Family	Scaffold protein Ste5, Fus3-binding region	Ste5
46984385	P32917	PF12194	594	784	Domain	Protein kinase Fus3-binding	Ste5_C
46993437	Q99190	PF02544	154	310	Family	3-oxo-5-alpha-steroid 4-dehydrogenase	Steroid_dh
46993538	P40526	PF02544	122	253	Family	3-oxo-5-alpha-steroid 4-dehydrogenase	Steroid_dh
46997445	P12683	PF12349	213	372	Family	Sterol-sensing domain of SREBP cleavage-activation	Sterol-sensing
46997475	P12684	PF12349	212	371	Family	Sterol-sensing domain of SREBP cleavage-activation	Sterol-sensing
46999281	P25087	PF08498	304	369	Family	Sterol methyltransferase C-terminal	Sterol_MT_C
47001653	P15705	PF17830	138	193	Domain	STI1 domain	STI1
47001775	P15705	PF17830	527	581	Domain	STI1 domain	STI1
47005602	Q12042	PF12400	93	226	Family	STIMATE family	STIMATE
47007461	P39015	PF09598	1	60	Family	Stm1	Stm1_N
47012842	P38960	PF10451	4	268	Domain	Telomere regulation protein Stn1	Stn1
47013056	P38960	PF12659	363	490	Domain	Telomere capping C-terminal wHTH	Stn1_C
47014643	P26570	PF16891	363	411	Family	Serine-threonine protein phosphatase N-terminal domain	STPPase_N
47015855	P33329	PF16891	398	446	Family	Serine-threonine protein phosphatase N-terminal domain	STPPase_N
47015937	P32598	PF16891	8	55	Family	Serine-threonine protein phosphatase N-terminal domain	STPPase_N
47016155	P32945	PF16891	240	293	Family	Serine-threonine protein phosphatase N-terminal domain	STPPase_N
47031780	Q05040	PF08232	13	69	Family	Striatin family	Striatin
47035740	P39007	PF02516	15	475	Family	Oligosaccharyl transferase STT3 subunit	STT3
47037869	P32579	PF03481	252	420	Domain	Putative GTP-binding controlling metal-binding	SUA5
47042936	P32579	PF01300	58	250	Family	Telomere recombination	Sua5_yciO_yrdC
47066080	P47052	PF02910	499	634	Domain	Fumarate reductase flavoprotein C-term	Succ_DH_flav_C
47070029	Q00711	PF02910	505	640	Domain	Fumarate reductase flavoprotein C-term	Succ_DH_flav_C
47079786	P38281	PF06999	70	309	Family	Sucrase/ferredoxin-like	Suc_Fer-like
47081135	Q04689	PF06999	60	306	Family	Sucrase/ferredoxin-like	Suc_Fer-like
47081834	P25298	PF05843	588	669	Family	Suppressor of forked protein (Suf)	Suf
47082338	P25298	PF05843	413	603	Family	Suppressor of forked protein (Suf)	Suf
47099489	P47185	PF00083	63	524	Family	Sugar (and other) transporter	Sugar_tr
47102318	P42833	PF00083	63	537	Family	Sugar (and other) transporter	Sugar_tr
47103680	P32465	PF00083	68	528	Family	Sugar (and other) transporter	Sugar_tr
47104899	P38156	PF00083	102	561	Family	Sugar (and other) transporter	Sugar_tr
47105778	P53142	PF00083	31	486	Family	Sugar (and other) transporter	Sugar_tr
47113116	P36035	PF00083	125	563	Family	Sugar (and other) transporter	Sugar_tr
47118856	P39004	PF00083	68	528	Family	Sugar (and other) transporter	Sugar_tr
47121577	Q04162	PF00083	307	541	Family	Sugar (and other) transporter	Sugar_tr
47122556	P54862	PF00083	64	526	Family	Sugar (and other) transporter	Sugar_tr
47127886	Q04162	PF00083	42	288	Family	Sugar (and other) transporter	Sugar_tr
47130084	P53631	PF00083	60	521	Family	Sugar (and other) transporter	Sugar_tr
47131078	P32466	PF00083	65	525	Family	Sugar (and other) transporter	Sugar_tr
47131990	P38142	PF00083	27	485	Family	Sugar (and other) transporter	Sugar_tr
47136083	P32467	PF00083	74	534	Family	Sugar (and other) transporter	Sugar_tr
47137901	P30606	PF00083	112	569	Family	Sugar (and other) transporter	Sugar_tr
47139784	P25346	PF00083	43	466	Family	Sugar (and other) transporter	Sugar_tr
47140739	P23585	PF00083	59	519	Family	Sugar (and other) transporter	Sugar_tr
47144222	P54854	PF00083	63	524	Family	Sugar (and other) transporter	Sugar_tr
47146269	P30605	PF00083	89	546	Family	Sugar (and other) transporter	Sugar_tr
47147353	P53048	PF00083	109	567	Family	Sugar (and other) transporter	Sugar_tr
47148856	P0CD99	PF00083	100	560	Family	Sugar (and other) transporter	Sugar_tr
47155052	Q12300	PF00083	102	559	Family	Sugar (and other) transporter	Sugar_tr
47155306	Q12407	PF00083	123	563	Family	Sugar (and other) transporter	Sugar_tr
47155355	P43562	PF00083	28	490	Family	Sugar (and other) transporter	Sugar_tr
47156904	P43581	PF00083	52	512	Family	Sugar (and other) transporter	Sugar_tr
47157190	P0CE00	PF00083	100	560	Family	Sugar (and other) transporter	Sugar_tr
47160522	P40886	PF00083	69	530	Family	Sugar (and other) transporter	Sugar_tr
47162614	P10870	PF00083	100	556	Family	Sugar (and other) transporter	Sugar_tr
47164362	P25297	PF00083	65	557	Family	Sugar (and other) transporter	Sugar_tr
47170953	P38695	PF00083	89	549	Family	Sugar (and other) transporter	Sugar_tr
47171804	P39924	PF00083	60	521	Family	Sugar (and other) transporter	Sugar_tr
47173898	P40885	PF00083	64	526	Family	Sugar (and other) transporter	Sugar_tr
47175004	P39003	PF00083	68	528	Family	Sugar (and other) transporter	Sugar_tr
47177034	P39932	PF00083	30	488	Family	Sugar (and other) transporter	Sugar_tr
47178021	P13181	PF00083	74	534	Family	Sugar (and other) transporter	Sugar_tr
47180604	P47089	PF01253	95	176	Domain	Translation initiation factor SUI1	SUI1
47180765	P32911	PF01253	22	99	Domain	Translation initiation factor SUI1	SUI1
47185977	Q04600	PF01253	471	549	Domain	Translation initiation factor SUI1	SUI1
47220310	P36051	PF00884	96	322	Family	Sulfatase	Sulfatase
47229154	P38359	PF00916	122	528	Family	Sulfate permease family	Sulfate_transp
47229607	P53394	PF00916	119	513	Family	Sulfate permease family	Sulfate_transp
47245473	P53273	PF00916	206	606	Family	Sulfate permease family	Sulfate_transp
47248919	Q12325	PF00916	137	544	Family	Sulfate permease family	Sulfate_transp
47283862	P36135	PF03856	111	353	Family	Beta-glucosidase (SUN family)	SUN
47284067	P53616	PF03856	165	407	Family	Beta-glucosidase (SUN family)	SUN
47284076	P46955	PF03856	83	325	Family	Beta-glucosidase (SUN family)	SUN
47284147	Q04018	PF03856	46	304	Family	Beta-glucosidase (SUN family)	SUN
47284266	P40472	PF03856	221	463	Family	Beta-glucosidase (SUN family)	SUN
47285735	Q04734	PF06687	2	169	Family	SUR7/PalI family	SUR7
47285793	Q06991	PF06687	6	240	Family	SUR7/PalI family	SUR7
47285870	Q07651	PF06687	7	205	Family	SUR7/PalI family	SUR7
47286055	P34231	PF06687	18	641	Family	SUR7/PalI family	SUR7
47286318	P54003	PF06687	9	206	Family	SUR7/PalI family	SUR7
47286696	P40169	PF06687	7	206	Family	SUR7/PalI family	SUR7
47286727	Q08157	PF06687	5	176	Family	SUR7/PalI family	SUR7
47286913	Q06689	PF06687	6	628	Family	SUR7/PalI family	SUR7
47288295	P43595	PF06687	4	182	Family	SUR7/PalI family	SUR7
47288359	Q06200	PF06687	24	309	Family	SUR7/PalI family	SUR7
47300330	P38254	PF01975	3	238	Family	Survival protein SurE	SurE
47306086	P53266	PF02104	78	353	Family	SURF1 family	SURF1
47310017	P53337	PF02077	48	310	Family	SURF4 family	SURF4
47311322	P36080	PF04935	199	400	Family	Surfeit locus protein 6	SURF6
47314589	P32524	PF01805	93	142	Family	Surp module	Surp
47316765	P32524	PF01805	9	55	Family	Surp module	Surp
47412501	P32580	PF12513	663	710	Family	Mitochondrial degradasome RNA helicase subunit C terminal	SUV3_C
47417992	Q05948	PF08622	65	261	Domain	Svf1-like N-terminal lipocalin domain	Svf1
47417993	Q05515	PF08622	56	268	Domain	Svf1-like N-terminal lipocalin domain	Svf1
47418082	Q04925	PF08622	76	267	Domain	Svf1-like N-terminal lipocalin domain	Svf1
47418410	Q05515	PF17187	270	468	Domain	Svf1-like C-terminal lipocalin-like domain	Svf1_C
47418505	Q04925	PF17187	269	415	Domain	Svf1-like C-terminal lipocalin-like domain	Svf1_C
47418705	Q05948	PF17187	263	407	Domain	Svf1-like C-terminal lipocalin-like domain	Svf1_C
47419956	Q06707	PF17330	26	128	Family	SWR1 chromatin-remodelling complex, sub-unit Swc7	SWC7
47426317	Q04659	PF07962	53	137	Family	Replication Fork Protection Component Swi3	Swi3
47426808	P89114	PF07061	11	90	Family	Swi5	Swi5
47427011	P09959	PF18530	3	107	Domain	Swi6 N-terminal domain	Swi6_N
47428642	Q05024	PF02201	122	193	Domain	SWIB/MDM2 domain	SWIB
47432167	Q08747	PF02201	122	193	Domain	SWIB/MDM2 domain	SWIB
47432483	Q04600	PF02201	365	436	Domain	SWIB/MDM2 domain	SWIB
47442875	P43609	PF04433	83	168	Domain	SWIRM domain	SWIRM
47443750	P32591	PF04433	308	393	Domain	SWIRM domain	SWIRM
47443936	P28003	PF04433	328	406	Domain	SWIRM domain	SWIRM
47444167	Q99326	PF04433	278	356	Domain	SWIRM domain	SWIRM
47446186	P43609	PF16495	406	487	Family	SWIRM-associated region 1	SWIRM-assoc_1
47446707	P32591	PF16495	658	741	Family	SWIRM-associated region 1	SWIRM-assoc_1
47448920	P40342	PF17083	14	144	Family	Nucleolar protein Swm2	Swm2
47450305	Q03784	PF04099	166	218	Family	Sybindin-like family	Sybindin
47450956	Q03630	PF04099	3	128	Family	Sybindin-like family	Sybindin
47451753	Q03784	PF04099	3	73	Family	Sybindin-like family	Sybindin
47453421	P53277	PF08231	58	212	Domain	SYF2 splicing factor	SYF2
47455131	Q12271	PF02383	61	376	Family	SacI homology domain	Syja_N
47456022	P40559	PF02383	70	393	Family	SacI homology domain	Syja_N
47457112	P50942	PF02383	61	401	Family	SacI homology domain	Syja_N
47458589	P32368	PF02383	56	342	Family	SacI homology domain	Syja_N
47458728	P42837	PF02383	104	423	Family	SacI homology domain	Syja_N
47464748	Q12255	PF00957	165	252	Family	Synaptobrevin	Synaptobrevin
47465443	P36015	PF00957	137	198	Family	Synaptobrevin	Synaptobrevin
47467933	P31109	PF00957	25	113	Family	Synaptobrevin	Synaptobrevin
47468123	P22214	PF00957	129	214	Family	Synaptobrevin	Synaptobrevin
47469852	P33328	PF00957	24	112	Family	Synaptobrevin	Synaptobrevin
47473194	P32867	PF00804	33	225	Domain	Syntaxin	Syntaxin
47473436	P39926	PF00804	37	230	Domain	Syntaxin	Syntaxin
47476862	P41834	PF10496	3	90	Domain	SNARE-complex protein Syntaxin-18 N-terminus	Syntaxin-18_N
47477171	Q01590	PF11416	1	20	Family	Syntaxin-5 N-terminal, Sly1p-binding domain	Syntaxin-5_N
47479644	Q12241	PF14523	30	117	Domain	Syntaxin-like protein	Syntaxin_2
47479696	P32854	PF14523	33	141	Domain	Syntaxin-like protein	Syntaxin_2
47482548	P41544	PF09801	20	163	Family	Integral membrane protein S linking to the trans Golgi network	SYS1
47619546	P53040	PF02969	9	74	Domain	TATA box binding protein associated factor (TAF)	TAF
47622765	P50105	PF05236	144	383	Family	Transcription initiation factor TFIID component TAF4 family	TAF4
47623696	P53040	PF07571	315	413	Family	TAF6 C-terminal HEAT repeat domain	TAF6_C
47624303	Q03750	PF10406	174	222	Domain	Transcription factor TFIID complex subunit 8 C-term	TAF8_C
47627664	Q04226	PF04719	126	232	Domain	hTAFII28-like protein conserved region	TAFII28
47628743	Q05021	PF04658	112	304	Family	TAFII55 protein conserved region	TAFII55_N
47639091	P53228	PF00923	26	329	Domain	Transaldolase/Fructose-6-phosphate aldolase	TAL_FSA
47643971	P15019	PF00923	26	329	Domain	Transaldolase/Fructose-6-phosphate aldolase	TAL_FSA
47645546	P53230	PF09139	334	380	Family	Phosphatidate cytidylyltransferase, mitochondrial	Tam41_Mmp37
47645658	P53230	PF09139	113	335	Family	Phosphatidate cytidylyltransferase, mitochondrial	Tam41_Mmp37
47651333	P38110	PF11640	6	157	Domain	Telomere-length maintenance and DNA damage repair	TAN
47654140	P53275	PF05742	1	289	Family	Transport and Golgi organisation 2	TANGO2
47659393	Q04372	PF04177	4	356	Family	TAP42-like family	TAP42
47661900	Q99257	PF03943	550	596	Domain	TAP C-terminal domain	TAP_C
47681054	P34220	PF01026	40	417	Domain	TatD related DNase	TatD_DNase
47686499	P38430	PF01026	5	307	Domain	TatD related DNase	TatD_DNase
47694459	P32367	PF09734	227	391	Family	RNA polymerase III transcription factor (TF)IIIC subunit HTH domain	Tau95
47695425	P32367	PF17682	37	169	Domain	Tau95 Triple barrel domain	Tau95_N
47702956	Q12358	PF02668	114	385	Domain	Taurine catabolism dioxygenase TauD, TfdA family	TauD
47705421	P23180	PF02668	150	444	Domain	Taurine catabolism dioxygenase TauD, TfdA family	TauD
47769959	Q12402	PF03134	71	147	Family	TB2/DP1, HVA22 family	TB2_DP1_HVA22
47771177	P48606	PF02970	6	93	Domain	Tubulin binding cofactor A	TBCA
47776229	P13393	PF00352	154	237	Domain	Transcription factor TFIID (or TATA-binding protein, TBP)	TBP
47778035	P13393	PF00352	64	146	Domain	Transcription factor TFIID (or TATA-binding protein, TBP)	TBP
47782317	P53187	PF07106	18	79	Domain	TBPIP/Hop2 winged helix domain	TBPIP
47785319	Q05468	PF04910	327	663	Family	Transcriptional repressor TCF25	Tcf25
47786089	Q08921	PF10452	30	732	Family	TORC1 subunit TCO89	TCO89
47789676	P40317	PF05794	390	893	Family	T-complex protein 11	Tcp11
47831797	P40045	PF03645	22	125	Family	Tctex-1 family	Tctex-1
47834296	P35691	PF00838	1	163	Domain	Translationally controlled tumour protein	TCTP
47834999	P38854	PF17084	1	451	Family	Topoisomerase I damage affected protein 11	TDA11
47836808	P18412	PF01285	128	195	Domain	TEA/ATTS domain	TEA
47847118	Q06163	PF12009	282	411	Domain	Telomerase ribonucleoprotein complex - RNA binding domain	Telomerase_RBD
47848003	P53038	PF10193	434	546	Family	Telomere length regulation protein	Telomere_reg-2
47850073	Q08224	PF03070	340	550	Family	TENA/THI-4/PQQC family	TENA_THI-4
47852909	Q06490	PF03070	361	571	Family	TENA/THI-4/PQQC family	TENA_THI-4
47853347	P25362	PF03070	9	215	Family	TENA/THI-4/PQQC family	TENA_THI-4
47854272	Q08975	PF03070	340	550	Family	TENA/THI-4/PQQC family	TENA_THI-4
48156018	P36145	PF18121	187	247	Domain	TFA2 Winged helix domain 2	TFA2_Winged_2
48157353	Q02939	PF03849	12	406	Family	Transcription factor Tfb2	Tfb2
48158689	Q02939	PF18307	439	506	Domain	Transcription factor Tfb2 (p52) C-terminal domain	Tfb2_C
48159507	Q12004	PF03850	23	309	Domain	Transcription factor Tfb4	Tfb4
48160237	Q3E7C1	PF06331	1	66	Family	Transcription factor TFIIH complex subunit Tfb5	Tfb5
48161455	Q08816	PF17110	164	324	Family	Subunit 11 of the general transcription factor TFIIH	TFB6
48163875	P32773	PF03153	161	285	Family	Transcription factor IIA, alpha/beta subunit	TFIIA
48164399	P32773	PF03153	9	170	Family	Transcription factor IIA, alpha/beta subunit	TFIIA
48165604	P32774	PF02751	61	118	Domain	Transcription initiation factor IIA, gamma subunit	TFIIA_gamma_C
48166486	P32774	PF02268	6	53	Domain	Transcription initiation factor IIA, gamma subunit, helical domain	TFIIA_gamma_N
48166998	P29056	PF00382	182	255	Domain	Transcription factor TFIIB repeat	TFIIB
48169036	P29055	PF00382	239	309	Domain	Transcription factor TFIIB repeat	TFIIB
48169118	P29055	PF00382	133	203	Domain	Transcription factor TFIIB repeat	TFIIB
48174339	P29056	PF00382	87	157	Domain	Transcription factor TFIIB repeat	TFIIB
48175067	P06844	PF02269	5	96	Domain	Transcription initiation factor IID, 18kD subunit	TFIID-18kDa
48176890	P11747	PF02269	9	101	Domain	Transcription initiation factor IID, 18kD subunit	TFIID-18kDa
48177243	Q05027	PF02291	26	152	Domain	Transcription initiation factor IID, 31kD subunit	TFIID-31kDa
48178129	Q03761	PF03847	416	488	Domain	Transcription initiation factor TFIID subunit A	TFIID_20kDa
48179578	Q12030	PF03540	86	135	Family	Transcription initiation factor TFIID 23-30kDa subunit	TFIID_30kDa
48180865	P38129	PF04494	146	277	Family	WD40 associated region in TFIID subunit, NTD2 domain	TFIID_NTD2
48183358	P36100	PF02002	11	118	Family	TFIIE alpha subunit	TFIIE_alpha
48184729	P36145	PF02186	124	186	Domain	TFIIE beta subunit core domain	TFIIE_beta
48185363	P41895	PF05793	293	442	Family	Transcription initiation factor IIF, alpha subunit (TFIIF-alpha)	TFIIF_alpha
48186324	P41896	PF02270	292	356	Domain	TFIIF, beta subunit HTH domain	TFIIF_beta
48187472	P41896	PF17683	65	227	Family	TFIIF, beta subunit N-terminus	TFIIF_beta_N
48189890	Q12415	PF10419	289	435	Domain	TFIIIC subunit triple barrel domain	TFIIIC_sub6
48190666	Q04307	PF01096	67	108	Domain	Transcription factor S-II (TFIIS)	TFIIS_C
48191272	P27999	PF01096	73	111	Domain	Transcription factor S-II (TFIIS)	TFIIS_C
48192265	P32529	PF01096	84	122	Domain	Transcription factor S-II (TFIIS)	TFIIS_C
48193134	P07273	PF01096	269	307	Domain	Transcription factor S-II (TFIIS)	TFIIS_C
48195798	P07273	PF07500	146	256	Domain	Transcription factor S-II (TFIIS), central domain	TFIIS_M
48196273	P36106	PF07500	235	362	Domain	Transcription factor S-II (TFIIS), central domain	TFIIS_M
48202365	P47161	PF04253	683	811	Domain	Transferrin receptor-like dimerisation domain	TFR_dimer
48203030	Q08693	PF04253	668	800	Domain	Transferrin receptor-like dimerisation domain	TFR_dimer
48203805	Q08919	PF04253	642	770	Domain	Transferrin receptor-like dimerisation domain	TFR_dimer
48206976	P36100	PF08271	122	171	Domain	TFIIB zinc-binding	TF_Zn_Ribbon
48207918	P29056	PF08271	2	46	Domain	TFIIB zinc-binding	TF_Zn_Ribbon
48209125	P29055	PF08271	22	66	Domain	TFIIB zinc-binding	TF_Zn_Ribbon
48228034	P04801	PF02824	75	135	Family	TGS domain	TGS
48230734	P39729	PF02824	294	368	Family	TGS domain	TGS
48232674	P53295	PF02824	294	367	Family	TGS domain	TGS
48266595	Q02046	PF00763	7	121	Domain	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	THF_DHG_CYH
48271281	P09440	PF00763	37	154	Domain	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	THF_DHG_CYH
48273016	P07245	PF00763	5	122	Domain	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	THF_DHG_CYH
48284009	P07245	PF02882	125	300	Domain	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain	THF_DHG_CYH_C
48287142	P09440	PF02882	157	324	Domain	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain	THF_DHG_CYH_C
48287249	Q02046	PF02882	132	220	Domain	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain	THF_DHG_CYH_C
48290581	P53215	PF04446	6	138	Domain	tRNAHis guanylyltransferase	Thg1
48291663	P53215	PF14413	141	231	Domain	Thg1 C terminal domain	Thg1C
48293192	P32318	PF01946	49	306	Family	Thi4 family	Thi4
48294463	P35195	PF01910	8	99	Domain	Thiamine-binding protein	Thiamine_BP
