AC	ID	Name	Type
PF09325	Vps5	Vps5 C terminal like	D
PF09456	RcsC	RcsC Alpha-Beta-Loop (ABL)	D
PF02480	Herpes_gE	Alphaherpesvirus glycoprotein E	F
PF00453	Ribosomal_L20	Ribosomal protein L20	F
PF09451	ATG27	Autophagy-related protein 27	F
PF16685	zf-RING_10	zinc RING finger of MSL2	D
PF00450	Peptidase_S10	Serine carboxypeptidase	D
PF09322	DUF1979	Domain of unknown function (DUF1979)	F
PF00451	Toxin_2	Scorpion short toxin, BmKK2	D
PF09453	HIRA_B	HIRA B motif	M
PF08309	LVIVD	LVIVD repeat	R
PF00456	Transketolase_N	Transketolase, thiamine diphosphate binding domain	D
PF09452	Mvb12	ESCRT-I subunit Mvb12	D
PF14000	Packaging_FI	DNA packaging protein FI	F
PF00457	Glyco_hydro_11	Glycosyl hydrolases family 11	D
PF07549	Sec_GG	SecD/SecF GG Motif	M
PF00454	PI3_PI4_kinase	Phosphatidylinositol 3- and 4-kinase	F
PF04817	Umbravirus_LDM	Umbravirus long distance movement (LDM) family	F
PF07487	SopE_GEF	SopE GEF domain	D
PF13418	Kelch_4	Galactose oxidase, central domain	R
PF18545	HalOD1	Halobacterial output domain 1	D
PF18816	Importin_rep_5	Importin repeat	R
PF18815	AFP_2	Bacterial antifreeze protein repeat	R
PF13419	HAD_2	Haloacid dehalogenase-like hydrolase	F
PF01068	DNA_ligase_A_M	ATP dependent DNA ligase domain	D
PF18540	DUF5626	Domain of unknown function (DUF5626)	D
PF18811	DPPIV_rep	Dipeptidyl peptidase IV (DPP IV) low complexity region	R
PF18810	PBECR2	phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease2	D
PF01064	Activin_recp	Activin types I and II receptor domain	D
PF01065	Adeno_hexon	Hexon, adenovirus major coat protein, N-terminal domain	D
PF01066	CDP-OH_P_transf	CDP-alcohol phosphatidyltransferase	F
PF01067	Calpain_III	Calpain large subunit, domain III	D
PF18549	NitrOD1	Nitrosopumilus output domain 1	D
PF01061	ABC2_membrane	ABC-2 type transporter	F
PF01062	Bestrophin	Bestrophin, RFP-TM, chloride channel	F
PF01063	Aminotran_4	Amino-transferase class IV	D
PF08056	Trp_leader2	Tryptophan operon leader peptide	F
PF08057	Ery_res_leader2	Erythromycin resistance leader peptide	F
PF08054	Leu_leader	Leucine operon leader peptide	F
PF08055	Trp_leader1	Tryptophan leader peptide	F
PF12859	ANAPC1	Anaphase-promoting complex subunit 1	F
PF08053	Tna_leader	Tryptophanase operon leader peptide	F
PF08050	Tet_res_leader	Tetracycline resistance leader peptide	F
PF08051	Ery_res_leader1	Erythromycin resistance leader peptide	F
PF12855	Ecl1	ECL1/2/3 zinc binding proteins	F
PF12854	PPR_1	PPR repeat	R
PF12857	TOBE_3	TOBE-like domain	D
PF12856	ANAPC9	Anaphase-promoting complex subunit 9	F
PF12851	Tet_JBP	Oxygenase domain of the 2OGFeDO superfamily	D
PF12850	Metallophos_2	Calcineurin-like phosphoesterase superfamily domain	D
PF12853	NADH_u_ox_C	C-terminal of NADH-ubiquinone oxidoreductase 21 kDa subunit	D
PF12852	Cupin_6	Cupin	D
PF08588	DUF1769	Protein of unknown function (DUF1769)	F
PF08589	DUF1770	Fungal protein of unknown function (DUF1770)	F
PF11399	DUF3192	Protein of unknown function (DUF3192)	F
PF11398	DUF2813	Protein of unknown function (DUF2813)	F
PF11397	GlcNAc	Glycosyltransferase (GlcNAc)	F
PF11396	PepSY_like	Putative beta-lactamase-inhibitor-like, PepSY-like	D
PF11395	DUF2873	Protein of unknown function (DUF2873)	F
PF08583	Cmc1	Cytochrome c oxidase biogenesis protein Cmc1 like	F
PF08584	Ribonuc_P_40	Ribonuclease P 40kDa (Rpp40) subunit	F
PF11392	DUF2877	Protein of unknown function (DUF2877)	F
PF11391	DUF2798	Protein of unknown function (DUF2798)	F
PF11390	FdsD	NADH-dependant formate dehydrogenase delta subunit FdsD	F
PF16931	Phage_holin_8	Putative phage holin	F
PF13728	TraF	F plasmid transfer operon protein	F
PF13729	TraF_2	F plasmid transfer operon, TraF, protein	D
PF13724	DNA_binding_2	DNA-binding domain	D
PF13416	SBP_bac_8	Bacterial extracellular solute-binding protein	F
PF13726	Na_H_antiport_2	Na+-H+ antiporter family	F
PF13727	CoA_binding_3	CoA-binding domain	D
PF13720	Acetyltransf_11	Udp N-acetylglucosamine O-acyltransferase; Domain 2	D
PF13721	SecD-TM1	SecD export protein N-terminal TM region	F
PF13722	CstA_5TM	5TM C-terminal transporter carbon starvation CstA	D
PF13723	Ketoacyl-synt_2	Beta-ketoacyl synthase, N-terminal domain	D
PF09183	DUF1947	Domain of unknown function (DUF1947)	D
PF09182	PuR_N	Bacterial purine repressor, N-terminal	D
PF09181	ProRS-C_2	Prolyl-tRNA synthetase, C-terminal	D
PF09180	ProRS-C_1	Prolyl-tRNA synthetase, C-terminal	D
PF09187	RdDM_RDM1	RNA-directed DNA methylation 1	D
PF09186	DUF1949	Domain of unknown function (DUF1949)	D
PF09185	DUF1948	Domain of unknown function (DUF1948)	D
PF09184	PPP4R2	PPP4R2	F
PF01200	Ribosomal_S28e	Ribosomal protein S28e	F
PF01201	Ribosomal_S8e	Ribosomal protein S8e	F
PF09189	DUF1952	Domain of unknown function (DUF1952)	D
PF09188	DUF1951	Domain of unknown function (DUF1951)	D
PF01204	Trehalase	Trehalase	D
PF01205	UPF0029	Uncharacterized protein family UPF0029	F
PF18563	TubC_N	TubC N-terminal docking domain	D
PF01207	Dus	Dihydrouridine synthase (Dus)	F
PF08632	Zds_C	Activator of mitotic machinery Cdc14 phosphatase activation C-term	D
PF08633	Rox3	Rox3 mediator complex subunit	F
PF08630	Dfp1_Him1_M	Dfp1/Him1, central region	F
PF08631	SPO22	Meiosis protein SPO22/ZIP4 like	F
PF08636	Pkr1	ER protein Pkr1	F
PF08637	NCA2	ATP synthase regulation protein NCA2	F
PF08634	Pet127	Mitochondrial protein Pet127	D
PF08635	ox_reductase_C	Putative oxidoreductase C terminal domain	D
PF08638	Med14	Mediator complex subunit MED14	F
PF08639	SLD3	DNA replication regulator SLD3	F
PF14562	Endonuc_BglI	Restriction endonuclease BglI	D
PF13896	Glyco_transf_49	Glycosyl-transferase for dystroglycan	D
PF13897	GOLD_2	Golgi-dynamics membrane-trafficking	D
PF13894	zf-C2H2_4	C2H2-type zinc finger	D
PF13895	Ig_2	Immunoglobulin domain	D
PF13892	DBINO	DNA-binding domain	D
PF13893	RRM_5	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	D
PF13890	Rab3-GTPase_cat	Rab3 GTPase-activating protein catalytic subunit	F
PF13891	zf-C3Hc3H	Potential DNA-binding domain	D
PF16683	TGase_elicitor	Transglutaminase elicitor	D
PF13898	DUF4205	Domain of unknown function (DUF4205)	D
PF13899	Thioredoxin_7	Thioredoxin-like	D
PF00276	Ribosomal_L23	Ribosomal protein L23	F
PF07500	TFIIS_M	Transcription factor S-II (TFIIS), central domain	D
PF07947	YhhN	YhhN family	F
PF18561	Regnase_1_C	Endoribonuclease Regnase 1/ ZC3H12 C-terminal domain	D
PF07519	Tannase	Tannase and feruloyl esterase	F
PF14168	YjzC	YjzC-like protein	F
PF11122	Spore-coat_CotD	Inner spore coat protein D	F
PF18560	Lectin_like	Lectin like domain	D
PF14007	YtpI	YtpI-like protein	F
PF00005	ABC_tran	ABC transporter	D
PF00004	AAA	ATPase family associated with various cellular activities (AAA)	D
PF00007	Cys_knot	Cystine-knot domain	D
PF00006	ATP-synt_ab	ATP synthase alpha/beta family, nucleotide-binding domain	D
PF00001	7tm_1	7 transmembrane receptor (rhodopsin family)	F
PF07056	DUF1335	Protein of unknown function (DUF1335)	F
PF00003	7tm_3	7 transmembrane sweet-taste receptor of 3 GCPR	F
PF00002	7tm_2	7 transmembrane receptor (Secretin family)	F
PF07059	DUF1336	Protein of unknown function (DUF1336)	F
PF07058	MAP70	Microtubule-associated protein 70	F
PF00009	GTP_EFTU	Elongation factor Tu GTP binding domain	D
PF00008	EGF	EGF-like domain	D
PF00559	Vif	Retroviral Vif (Viral infectivity) protein	F
PF00558	Vpu	Vpu protein	D
PF06894	Phage_TAC_2	Bacteriophage lambda tail assembly chaperone, TAC, protein G	F
PF06896	Phage_TAC_3	Phage tail assembly chaperone proteins, TAC	F
PF06897	DUF1269	Protein of unknown function (DUF1269)	F
PF06890	Phage_Mu_Gp45	Bacteriophage Mu Gp45 protein	F
PF06891	P2_Phage_GpR	P2 phage tail completion protein R (GpR)	F
PF06892	Phage_CP76	Phage regulatory protein CII (CP76)	F
PF06898	YqfD	Putative stage IV sporulation protein YqfD	F
PF06899	WzyE	WzyE protein, O-antigen assembly polymerase	F
PF15003	HAUS2	HAUS augmin-like complex subunit 2	F
PF15002	ERK-JNK_inhib	ERK and JNK pathways, inhibitor	F
PF15001	AP-5_subunit_s1	AP-5 complex subunit sigma-1	F
PF15000	TUSC2	Tumour suppressor candidate 2	F
PF15007	CEP44	Centrosomal spindle body, CEP44	F
PF15006	DUF4517	Domain of unknown function (DUF4517)	F
PF15005	IZUMO	Izumo sperm-egg fusion, Ig domain-associated	F
PF15004	MYEOV2	Myeloma-overexpressed-like	F
PF15009	TMEM173	Transmembrane protein 173	F
PF15008	DUF4518	Domain of unknown function (DUF4518)	F
PF09868	DUF2095	Uncharacterized protein conserved in archaea (DUF2095)	F
PF09869	DUF2096	Uncharacterized protein conserved in archaea (DUF2096)	F
PF09864	MliC	Membrane-bound lysozyme-inhibitor of c-type lysozyme	D
PF09865	DUF2092	Predicted periplasmic protein (DUF2092)	D
PF09866	DUF2093	Uncharacterized protein conserved in bacteria (DUF2093)	F
PF09867	TagF_N	TagF N-terminal domain, Type VI secretion system-associated	D
PF09860	DUF2087	Uncharacterized protein conserved in bacteria (DUF2087)	F
PF09861	Lar_N	Lactate racemase N-terminal domain	D
PF09862	DUF2089	Protein of unknown function (DUF2089)	F
PF09863	DUF2090	Uncharacterized protein conserved in bacteria (DUF2090)	F
PF04822	Takusan	Takusan	F
PF07507	WavE	WavE lipopolysaccharide synthesis	F
PF11724	YvbH_ext	YvbH-like oligomerisation region	F
PF06098	Radial_spoke_3	Radial spoke protein 3	F
PF06099	Phenol_hyd_sub	Phenol hydroxylase subunit	F
PF06094	GGACT	Gamma-glutamyl cyclotransferase, AIG2-like	F
PF06096	Baculo_8kDa	Baculoviridae 8.2 KDa protein	F
PF06097	DUF945	Bacterial protein of unknown function (DUF945)	F
PF06090	Ins_P5_2-kin	Inositol-pentakisphosphate 2-kinase	F
PF06092	DUF943	Enterobacterial putative membrane protein (DUF943)	F
PF06093	Spt4	Spt4/RpoE2 zinc finger	D
PF03116	NQR2_RnfD_RnfE	NQR2, RnfD, RnfE family	F
PF03117	Herpes_UL49_1	UL49 family	F
PF03114	BAR	BAR domain	D
PF03115	Astro_capsid_N	Astrovirus capsid protein precursor	F
PF03112	DUF244	Uncharacterized protein family (ORF7) DUF	F
PF03113	RSV_NS2	Respiratory synctial virus non-structural protein NS2	F
PF03110	SBP	SBP domain	D
PF03118	RNA_pol_A_CTD	Bacterial RNA polymerase, alpha chain C terminal domain	D
PF03119	DNA_ligase_ZBD	NAD-dependent DNA ligase C4 zinc finger domain	D
PF04046	PSP	PSP	F
PF14162	YozD	YozD-like protein	F
PF18033	SpuA_C	SpuA C-terminal	D
PF04146	YTH	YT521-B-like domain	D
PF08286	Spc24	Spc24 subunit of Ndc80	F
PF07404	TEBP_beta	Telomere-binding protein beta subunit (TEBP beta)	F
PF02689	Herpes_Helicase	Helicase	F
PF14453	ThiS-like	ThiS-like ubiquitin	F
PF08281	Sigma70_r4_2	Sigma-70, region 4	D
PF01848	HOK_GEF	Hok/gef family	F
PF01849	NAC	NAC domain	F
PF01846	FF	FF domain	F
PF01847	VHL	VHL beta domain	D
PF01844	HNH	HNH endonuclease	F
PF01845	CcdB	CcdB protein	D
PF01842	ACT	ACT domain	D
PF01843	DIL	DIL domain	F
PF01840	TCL1_MTCP1	TCL1/MTCP1 family	F
PF01841	Transglut_core	Transglutaminase-like superfamily	F
PF14714	KH_dom-like	KH-domain-like of EngA bacterial GTPase enzymes, C-terminal	D
PF11943	DUF3460	Protein of unknown function (DUF3460)	F
PF11940	DUF3458	Domain of unknown function (DUF3458) Ig-like fold	D
PF11941	DUF3459	Domain of unknown function (DUF3459)	D
PF11946	DUF3463	Domain of unknown function (DUF3463)	F
PF17538	C_LFY_FLO	DNA Binding Domain (C-terminal) Leafy/Floricaula	D
PF11944	DUF3461	Protein of unknown function (DUF3461)	F
PF14713	DUF4464	Domain of unknown function (DUF4464)	F
PF17535	DUF5454	Family of unknown function (DUF5454)	F
PF17534	DUF5453	Family of unknown function (DUF5453)	F
PF11948	DUF3465	Protein of unknown function (DUF3465)	F
PF11949	DUF3466	Protein of unknown function (DUF3466)	F
PF17531	O_Spanin_T7	outer-membrane spanin sub-unit	F
PF17530	NS3	Non-structural protein NS3	F
PF17533	DUF5452	Family of unknown function (DUF5452)	F
PF17532	DUF5451	Family of unknown function (DUF5451)	F
PF14848	HU-DNA_bdg	DNA-binding domain	D
PF03546	Treacle	Treacher Collins syndrome protein Treacle	F
PF04821	TIMELESS	Timeless protein	F
PF14844	PH_BEACH	PH domain associated with Beige/BEACH	D
PF14845	Glycohydro_20b2	beta-acetyl hexosaminidase like	D
PF14846	DUF4485	Domain of unknown function (DUF4485)	F
PF14847	Ras_bdg_2	Ras-binding domain of Byr2	D
PF14840	DNA_pol3_delt_C	Processivity clamp loader gamma complex DNA pol III C-term	F
PF14841	FliG_M	FliG middle domain	F
PF14842	FliG_N	FliG N-terminal domain	F
PF14843	GF_recep_IV	Growth factor receptor domain IV	D
PF12660	zf-TFIIIC	Putative zinc-finger of transcription factor IIIC complex	D
PF16628	Mac_assoc	Unstructured region on maltose acetyltransferase	D
PF16629	Arm_APC_u3	Armadillo-associated region on APC	D
PF16626	Papilin_u7	Linking region between Kunitz_BPTI and I-set on papilin	D
PF16627	BRX_assoc	Unstructured region between BRX_N and BRX domain	D
PF16624	zf-C2H2_assoc2	Unstructured region upstream of a zinc-finger	D
PF16625	ISET-FN3_linker	Unstructured linking region I-set and fnIII on Brother of CDO	D
PF16622	zf-C2H2_11	zinc-finger C2H2-type	D
PF16623	WW_FCH_linker	Unstructured linker region between on GAS7 protein	D
PF16620	23ISL	Unstructured linker between I-set domains 2 and 3 on MYLCK	D
PF16621	NECFESHC	SH3 terminal domain of 2nd SH3 on Neutrophil cytosol factor 1	D
PF08805	PilS	PilS N terminal	D
PF02572	CobA_CobO_BtuR	ATP:corrinoid adenosyltransferase BtuR/CobO/CobP	D
PF02571	CbiJ	Precorrin-6x reductase CbiJ/CobK	F
PF02570	CbiC	Precorrin-8X methylmutase	F
PF02577	DNase-RNase	Bifunctional nuclease	F
PF02576	DUF150	RimP N-terminal domain	D
PF02575	YbaB_DNA_bd	YbaB/EbfC DNA-binding family	F
PF08802	CytB6-F_Fe-S	Cytochrome B6-F complex Fe-S subunit	D
PF02579	Nitro_FeMo-Co	Dinitrogenase iron-molybdenum cofactor	F
PF02578	Cu-oxidase_4	Multi-copper polyphenol oxidoreductase laccase	F
PF08809	DUF1799	Phage related hypothetical protein (DUF1799)	D
PF08808	RES	RES domain	D
PF01344	Kelch_1	Kelch motif	R
PF17987	PMT2_N	Phosphoethanolamine N-methyltransferase 2 N-terminal	D
PF03340	Pox_Rif	Poxvirus rifampicin resistance protein	F
PF18689	PriX	Primase X	D
PF10005	zinc-ribbon_6	zinc-ribbon domain	D
PF16902	Type2_restr_D3	Type-2 restriction enzyme D3 domain	D
PF14165	YtzH	YtzH-like protein	F
PF14019	DUF4235	Protein of unknown function (DUF4235)	F
PF10007	DUF2250	Uncharacterized protein conserved in archaea (DUF2250)	F
PF04939	RRS1	Ribosome biogenesis regulatory protein (RRS1)	F
PF04938	SIP1	Survival motor neuron (SMN) interacting protein 1 (SIP1)	F
PF04935	SURF6	Surfeit locus protein 6	F
PF04934	Med6	MED6 mediator sub complex component	F
PF04937	DUF659	Protein of unknown function (DUF 659)	F
PF04936	DUF658	Protein of unknown function (DUF658)	F
PF04931	DNA_pol_phi	DNA polymerase phi	F
PF04930	FUN14	FUN14 family	F
PF04932	Wzy_C	O-Antigen ligase	F
PF17391	Urocanase_N	Urocanase N-terminal domain	D
PF17390	Bac_rhamnosid_C	Bacterial alpha-L-rhamnosidase C-terminal domain	D
PF17393	DUF5402	Family of unknown function (DUF5402)	F
PF17392	Urocanase_C	Urocanase C-terminal domain	D
PF17395	DUF5403	Family of unknown function (DUF5403)	F
PF17394	KleE	Uncharacterized KleE stable inheritance protein	F
PF17397	DUF5404	Family of unknown function (DUF5404)	F
PF17396	DUF1611_N	Domain of unknown function (DUF1611_N) Rossmann-like domain	D
PF02797	Chal_sti_synt_C	Chalcone and stilbene synthases, C-terminal domain	D
PF02796	HTH_7	Helix-turn-helix domain of resolvase	D
PF02794	HlyC	RTX toxin acyltransferase family	F
PF01408	GFO_IDH_MocA	Oxidoreductase family, NAD-binding Rossmann fold	F
PF02792	Mago_nashi	Mago nashi protein	F
PF02791	DDT	DDT domain	F
PF02790	COX2_TM	Cytochrome C oxidase subunit II, transmembrane domain	F
PF14013	MT0933_antitox	MT0933-like antitoxin protein	F
PF14452	Multi_ubiq	Multiubiquitin	F
PF01751	Toprim	Toprim domain	F
PF11532	HnRNP_M	Heterogeneous nuclear ribonucleoprotein M	F
PF17485	SatRNA_48	Satellite RNA 48 kDa protein	F
PF14011	ESX-1_EspG	EspG family	F
PF11530	Pilin_PilX	Minor type IV pilin, PilX	F
PF17339	PH_15	PH domain	D
PF11537	NitrOD5	Nitrosopumilus output domain 5	D
PF17338	GP88	Gene product 88	F
PF14016	DUF4232	Protein of unknown function (DUF4232)	F
PF10457	MENTAL	Cholesterol-capturing domain	D
PF14015	DUF4231	Protein of unknown function (DUF4231)	F
PF18158	AidB_N	Adaptive response protein AidB N-terminal domain	D
PF17336	DUF5368	Family of unknown function (DUF5368)	F
PF18156	pPIWI_RE_Y	pPIWI_RE three-gene island domain Y	D
PF18157	MID_pPIWI_RE	MID domain of pPIWI_RE	D
PF18154	pPIWI_RE_REase	REase associating with pPIWI_RE	D
PF11534	HTHP	Hexameric tyrosine-coordinated heme protein (HTHP)	F
PF18152	DAHP_snth_FXD	DAHP synthase ferredoxin-like domain	D
PF17335	IES5	Ino80 complex subunit 5	F
PF18150	DUF5600	Domain of unknown function (DUF5600)	D
PF18151	DUF5601	Domain of unknown function (DUF5601)	D
PF06427	UDP-g_GGTase	UDP-glucose:Glycoprotein Glucosyltransferase	D
PF10709	DUF2511	Protein of unknown function (DUF2511)	F
PF10708	DUF2510	Protein of unknown function (DUF2510)	F
PF10703	MoaF	MoaF N-terminal domain	D
PF10702	DUF2507	Protein of unknown function (DUF2507)	F
PF05184	SapB_1	Saposin-like type B, region 1	D
PF10707	YrbL-PhoP_reg	PhoP regulatory network protein YrbL	F
PF10706	Aminoglyc_resit	Aminoglycoside-2''-adenylyltransferase	F
PF10705	Ycf15	Chloroplast protein precursor Ycf15 putative	F
PF10704	DUF2508	Protein of unknown function (DUF2508)	F
PF17331	GFD1	GFD1 mRNA transport factor	F
PF17330	SWC7	SWR1 chromatin-remodelling complex, sub-unit Swc7	F
PF15393	DUF4615	Domain of unknown function (DUF4615)	F
PF15392	Joubert	Joubert syndrome-associated	F
PF15391	DUF4614	Domain of unknown function (DUF4614)	F
PF15826	PUMA	Bcl-2-binding component 3, p53 upregulated modulator of apoptosis	F
PF15397	DUF4618	Domain of unknown function (DUF4618)	F
PF15820	ECSCR	Endothelial cell-specific chemotaxis regulator	F
PF15395	DUF4617	Domain of unknown function (DUF4617)	F
PF15394	DUF4616	Domain of unknown function (DUF4616)	F
PF04247	SirB	Invasion gene expression up-regulator, SirB	F
PF04246	RseC_MucC	Positive regulator of sigma(E), RseC/MucC	F
PF15399	DUF4620	Domain of unknown function (DUF4620)	F
PF04244	DPRP	Deoxyribodipyrimidine photo-lyase-related protein	F
PF15829	DUF4711	Domain of unknown function (DUF4711)	F
PF04242	DUF424	Protein of unknown function (DUF424)	F
PF04241	DUF423	Protein of unknown function (DUF423)	F
PF04240	Caroten_synth	Carotenoid biosynthesis protein	F
PF09518	RE_HindIII	HindIII restriction endonuclease	F
PF09519	RE_HindVP	HindVP restriction endonuclease	F
PF09048	Cro	Cro	D
PF04048	Sec8_exocyst	Sec8 exocyst complex component specific domain	D
PF09046	AvrPtoB-E3_ubiq	AvrPtoB E3 ubiquitin ligase	D
PF09047	MEF2_binding	MEF2 binding	D
PF09044	Kp4	Kp4	D
PF09045	L27_2	L27_2	D
PF09510	Rtt102p	Rtt102p-like transcription regulator protein	F
PF09043	Lys-AminoMut_A	D-Lysine 5,6-aminomutase TIM-barrel domain of alpha subunit	D
PF09040	H-K_ATPase_N	Gastric H+/K+-ATPase, N terminal domain	D
PF09041	Aurora-A_bind	Aurora-A binding	D
PF04026	SpoVG	SpoVG	F
PF07918	CAP160	CAP160 repeat	R
PF07919	Gryzun	Gryzun, putative trafficking through Golgi	F
PF01342	SAND	SAND domain	F
PF07912	ERp29_N	ERp29, N-terminal domain	D
PF07913	DUF1678	Protein of unknown function (DUF1678)	F
PF00630	Filamin	Filamin/ABP280 repeat	D
PF07911	DUF1677	Protein of unknown function (DUF1677)	F
PF00636	Ribonuclease_3	Ribonuclease III domain	F
PF00637	Clathrin	Region in Clathrin and VPS	F
PF07914	DUF1679	Protein of unknown function (DUF1679)	F
PF00635	Motile_Sperm	MSP (Major sperm protein) domain	D
PF05228	CHASE4	CHASE4 domain	D
PF07422	s48_45	Sexual stage antigen s48/45 domain	D
PF05226	CHASE2	CHASE2 domain	D
PF05227	CHASE3	CHASE3 domain	D
PF05224	NDT80_PhoG	NDT80 / PhoG like DNA-binding  family	F
PF05225	HTH_psq	helix-turn-helix, Psq domain	D
PF05222	AlaDh_PNT_N	Alanine dehydrogenase/PNT, N-terminal domain	D
PF05223	MecA_N	NTF2-like N-terminal transpeptidase domain	D
PF05220	MgpC	MgpC protein precursor	F
PF05221	AdoHcyase	S-adenosyl-L-homocysteine hydrolase	D
PF04799	Fzo_mitofusin	fzo-like conserved region	F
PF04798	Baculo_19	Baculovirus 19 kDa protein conserved region	F
PF04069	OpuAC	Substrate binding domain of ABC-type glycine betaine transport system	F
PF01548	DEDD_Tnp_IS110	Transposase	F
PF04063	DUF383	Domain of unknown function (DUF383)	F
PF01542	HCV_core	Hepatitis C virus core protein	F
PF01541	GIY-YIG	GIY-YIG catalytic domain	D
PF04060	FeS	Putative Fe-S cluster	D
PF04795	PAPA-1	PAPA-1-like conserved region	F
PF04066	MrpF_PhaF	Multiple resistance and pH regulation protein F (MrpF / PhaF)	F
PF01545	Cation_efflux	Cation efflux family	F
PF04064	DUF384	Domain of unknown function (DUF384)	F
PF00496	SBP_bac_5	Bacterial extracellular solute-binding proteins, family 5 Middle	D
PF00497	SBP_bac_3	Bacterial extracellular solute-binding proteins, family 3	D
PF17898	GerD	Spore germination GerD central core domain	D
PF10379	nec1	Virulence protein nec1	F
PF00493	MCM	MCM P-loop domain	D
PF00490	ALAD	Delta-aminolevulinic acid dehydratase	D
PF00491	Arginase	Arginase family	D
PF17892	Cadherin_5	Cadherin-like domain	D
PF17893	Cas9_b_hairpin	CRISPR-associated endonuclease Cas9 beta-hairpin domain	D
PF10370	DUF2437	Domain of unknown function (DUF2437)	D
PF10371	EKR	Domain of unknown function	D
PF10376	Mei5	Double-strand recombination repair protein	F
PF10377	ATG11	Autophagy-related protein 11	F
PF17894	Cas9_Topo	Topo homolgy domain in CRISPR-associated endonuclease Cas9	D
PF17895	Dicer_N	Giardia Dicer N-terminal domain	D
PF05180	zf-DNL	DNL zinc finger	D
PF12945	YcgR_2	Flagellar protein YcgR	F
PF07678	TED_complement	A-macroglobulin TED domain	D
PF15423	FLYWCH_N	FLYWCH-type zinc finger-containing protein	F
PF14829	GPAT_N	Glycerol-3-phosphate acyltransferase N-terminal	D
PF10406	TAF8_C	Transcription factor TFIID complex subunit 8 C-term	D
PF06426	SATase_N	Serine acetyltransferase, N-terminal	D
PF12949	HeH	HeH/LEM domain	D
PF12622	NpwBP	mRNA biogenesis factor	D
PF12623	Hen1_L	RNA repair, ligase-Pnkp-associating, region of Hen1	D
PF12620	DUF3778	Protein of unknown function (DUF3778)	F
PF12621	PHM7_ext	Extracellular tail, of 10TM putative phosphate transporter	F
PF12626	PolyA_pol_arg_C	Polymerase A arginine-rich C-terminus	D
PF12627	PolyA_pol_RNAbd	Probable RNA and SrmB- binding site of polymerase A	D
PF12624	Chorein_N	N-terminal region of Chorein or VPS13	F
PF12625	Arabinose_bd	Arabinose-binding domain of AraC transcription regulator, N-term	D
PF04022	Staphylcoagulse	Staphylocoagulase repeat	R
PF15058	Speriolin_N	Speriolin N terminus	F
PF12628	Inhibitor_I71	Falstatin, cysteine peptidase inhibitor	F
PF12629	Pox_polyA_pol_C	Poxvirus poly(A) polymerase C-terminal domain	D
PF02917	Pertussis_S1	Pertussis toxin, subunit 1	D
PF14500	MMS19_N	Dos2-interacting transcription regulator of RNA-Pol-II	D
PF12333	Ipi1_N	Rix1 complex component involved in 60S ribosome maturation	F
PF14279	HNH_5	HNH endonuclease	D
PF14278	TetR_C_8	Transcriptional regulator C-terminal region	D
PF14277	DUF4364	Domain of unknown function (DUF4364)	F
PF14276	DUF4363	Domain of unknown function (DUF4363)	F
PF14275	DUF4362	Domain of unknown function (DUF4362)	F
PF14274	DUF4361	Domain of unknown function (DUF4361)	D
PF14273	DUF4360	Domain of unknown function (DUF4360)	F
PF14272	Gly_rich_SFCGS	Glycine-rich SFCGS	F
PF14271	DUF4359	Domain of unknown function (DUF4359)	D
PF14270	DUF4358	Domain of unknown function (DUF4358)	F
PF13971	Mei4	Meiosis-specific protein Mei4	F
PF13970	DUF4221	Domain of unknown function (DUF4221)	F
PF13973	DUF4222	Domain of unknown function (DUF4222)	D
PF13972	TetR	Bacterial transcriptional repressor	F
PF13975	gag-asp_proteas	gag-polyprotein putative aspartyl protease	D
PF02661	Fic	Fic/DOC family	F
PF13977	TetR_C_6	BetI-type transcriptional repressor, C-terminal	D
PF13976	gag_pre-integrs	GAG-pre-integrase domain	D
PF13979	SopA_C	SopA-like catalytic domain	D
PF13978	DUF4223	Protein of unknown function (DUF4223)	F
PF04230	PS_pyruv_trans	Polysaccharide pyruvyl transferase	F
PF02660	G3P_acyltransf	Glycerol-3-phosphate acyltransferase	F
PF06800	Sugar_transport	Sugar transport protein	F
PF05814	Ac76	Orf76 (Ac76)	F
PF01774	UreD	UreD urease accessory protein	F
PF08498	Sterol_MT_C	Sterol methyltransferase C-terminal	F
PF10958	DUF2759	Protein of unknown function (DUF2759)	F
PF10959	DUF2761	Protein of unknown function (DUF2761)	F
PF10956	DUF2756	Protein of unknown function (DUF2756)	F
PF15050	SCIMP	SCIMP protein	F
PF10954	DUF2755	Protein of unknown function (DUF2755)	F
PF10955	DUF2757	Protein of unknown function (DUF2757)	F
PF10952	DUF2753	Protein of unknown function (DUF2753)	F
PF10953	DUF2754	Protein of unknown function (DUF2754)	F
PF10950	Organ_specific	Organ specific protein	F
PF10951	DUF2776	Protein of unknown function (DUF2776)	F
PF07268	EppA_BapA	Exported protein precursor (EppA/BapA)	F
PF08496	Peptidase_S49_N	Peptidase family S49 N-terminal	F
PF13989	YejG	YejG-like protein	F
PF04020	Phage_holin_4_2	Mycobacterial 4 TMS phage holin, superfamily IV	F
PF16898	TOPRIM_C	C-terminal associated domain of TOPRIM	F
PF15449	Retinal	Retinal protein	F
PF05818	TraT	Enterobacterial TraT complement resistance protein	F
PF07260	ANKH	Progressive ankylosis protein (ANKH)	F
