	uniprot	length
4599	P87280	109
4600	P87281	107
4601	P87282	123
4602	P87283	123
4603	P87284	55
4604	P87285	100
4605	P87286	144
4606	P87287	132
4607	P87288	108
4608	P89102	971
4609	P89105	1077
4610	P89113	61
4611	P89114	91
4612	P89495	111
4613	P89886	181
4614	P89888	203
4615	P90471	74
4616	Q00055	391
4617	Q00245	231
4618	Q00246	291
4619	Q00362	526
4620	Q00381	147
4621	Q00402	2748
4622	Q00416	2231
4623	Q00453	211
4624	Q00539	523
4625	Q00578	843
4626	Q00582	310
4627	Q00590	100
4628	Q00618	327
4629	Q00684	551
4630	Q00711	640
4631	Q00723	242
4632	Q00764	495
4633	Q00772	484
4634	Q00776	475
4635	Q00816	1014
4636	Q00873	224
4637	Q00916	300
4638	Q00947	519
4639	Q00955	2233
4640	Q01080	415
4641	Q01159	459
4642	Q01163	450
4643	Q01217	863
4644	Q01329	785
4645	Q01389	1478
4646	Q01448	625
4647	Q01454	927
4648	Q01476	1272
4649	Q01477	912
4650	Q01519	83
4651	Q01532	483
4652	Q01532-2	454
4653	Q01560	414
4654	Q01574	713
4655	Q01589	338
4656	Q01590	340
4657	Q01649	594
4658	Q01662	387
4659	Q01684	191
4660	Q01722	534
4661	Q01766	294
4662	Q01802	451
4663	Q01846	1127
4664	Q01852	431
4665	Q01855	142
4666	Q01896	1091
4667	Q01919	800
4668	Q01926	470
4669	Q01939	405
4670	Q01976	231
4671	Q02046	320
4672	Q02100	647
4673	Q02159	165
4674	Q02196	202
4675	Q02197	733
4676	Q02199	472
4677	Q02201	448
4678	Q02202	377
4679	Q02203	525
4680	Q02204	264
4681	Q02205	184
4682	Q02206	625
4683	Q02207	900
4684	Q02208	771
4685	Q02209	353
4686	Q02217	200
4687	Q02256	364
4688	Q02260	146
4689	Q02326	176
4690	Q02336	434
4691	Q02354	440
4692	Q02455	1875
4693	Q02457	562
4694	Q02486	183
4695	Q02516	242
4696	Q02521	185
4697	Q02554	436
4698	Q02555	471
4699	Q02574	474
4700	Q02590	73
4701	Q02598	104
4702	Q02606	381
4703	Q02608	121
4704	Q02629	959
4705	Q02630	1113
4706	Q02642	157
4707	Q02647	92
4708	Q02648	567
4709	Q02651	245
4710	Q02659	185
4711	Q02685	241
4712	Q02710	187
4713	Q02721	264
4714	Q02724	621
4715	Q02725	835
4716	Q02732	369
4717	Q02733	499
4718	Q02749	293
4719	Q02753	160
4720	Q02754	198
4721	Q02767	242
4722	Q02770	301
4723	Q02771	107
4724	Q02772	108
4725	Q02773	1202
4726	Q02774	210
4727	Q02775	382
4728	Q02776	476
4729	Q02781	134
4730	Q02783	413
4731	Q02784	150
4732	Q02785	1511
4733	Q02786	101
4734	Q02792	1006
4735	Q02793	397
4736	Q02794	444
4737	Q02795	286
4738	Q02796	332
4739	Q02799	301
4740	Q02803	292
4741	Q02804	198
4742	Q02805	837
4743	Q02820	53
4744	Q02821	542
4745	Q02825	467
4746	Q02826	108
4747	Q02831	240
4748	Q02863	499
4749	Q02864	156
4750	Q02866	612
4751	Q02872	168
4752	Q02873	248
4753	Q02875	849
4754	Q02883	468
4755	Q02884	456
4756	Q02887	496
4757	Q02888	182
4758	Q02889	113
4759	Q02890	363
4760	Q02891	456
4761	Q02892	647
4762	Q02895	342
4763	Q02896	317
4764	Q02908	557
4765	Q02931	896
4766	Q02932	1032
4767	Q02933	434
4768	Q02939	513
4769	Q02948	557
4770	Q02950	344
4771	Q02959	697
4772	Q02961	396
4773	Q02969	394
4774	Q02979	1223
4775	Q02981	657
4776	Q02983	363
4777	Q03002	865
4778	Q03010	460
4779	Q03012	353
4780	Q03016	1276
4781	Q03018	1630
4782	Q03020	165
4783	Q03028	310
4784	Q03029	223
4785	Q03034	503
4786	Q03036	179
4787	Q03048	143
4788	Q03049	344
4789	Q03050	120
4790	Q03051	99
4791	Q03057	142
4792	Q03063	452
4793	Q03067	99
4794	Q03071	99
4795	Q03079	207
4796	Q03080	316
4797	Q03081	177
4798	Q03083	165
4799	Q03085	281
4800	Q03088	825
4801	Q03096	181
4802	Q03096-2	93
4803	Q03099	1374
4804	Q03102	365
4805	Q03103	563
4806	Q03104	513
4807	Q03124	581
4808	Q03125	231
4809	Q03144	224
4810	Q03148	297
4811	Q03151	367
4812	Q03153	612
4813	Q03161	297
4814	Q03162	620
4815	Q03175	343
4816	Q03177	834
4817	Q03178	341
4818	Q03180	325
4819	Q03186	124
4820	Q03187	267
4821	Q03193	310
4822	Q03195	608
4823	Q03201	203
4824	Q03205	200
4825	Q03207	126
4826	Q03208	357
4827	Q03210	505
4828	Q03212	550
4829	Q03213	719
4830	Q03214	1411
4831	Q03218	510
4832	Q03219	274
4833	Q03220	320
4834	Q03231	154
4835	Q03233	198
4836	Q03236	431
4837	Q03246	237
4838	Q03254	732
4839	Q03262	622
4840	Q03263	540
4841	Q03264	515
4842	Q03266	374
4843	Q03280	3268
4844	Q03281	663
4845	Q03289	374
4846	Q03290	321
4847	Q03305	412
4848	Q03306	898
4849	Q03308	798
4850	Q03322	224
4851	Q03323	175
4852	Q03327	502
4853	Q03330	439
4854	Q03337	283
4855	Q03338	469
4856	Q03361	876
4857	Q03362	224
4858	Q03370	554
4859	Q03373	323
4860	Q03375	135
4861	Q03388	795
4862	Q03390	229
4863	Q03406	294
4864	Q03407	766
4865	Q03418	163
4866	Q03419	316
4867	Q03429	123
4868	Q03430	361
4869	Q03433	280
4870	Q03434	1755
4871	Q03435	203
4872	Q03441	430
4873	Q03446	210
4874	Q03455	724
4875	Q03465	531
4876	Q03466	884
4877	Q03480	137
4878	Q03482	75
4879	Q03483	438
4880	Q03494	1770
4881	Q03496	1420
4882	Q03497	939
4883	Q03503	176
4884	Q03508	461
4885	Q03516	953
4886	Q03525	211
4887	Q03529	384
4888	Q03530	315
4889	Q03532	505
4890	Q03533	586
4891	Q03554	138
4892	Q03557	464
4893	Q03558	400
4894	Q03559	197
4895	Q03579	150
4896	Q03612	1755
4897	Q03619	1755
4898	Q03629	201
4899	Q03630	159
4900	Q03631	944
4901	Q03640	1545
4902	Q03648	457
4903	Q03649	449
4904	Q03652	475
4905	Q03653	782
4906	Q03654	590
4907	Q03655	524
4908	Q03656	742
4909	Q03660	1102
4910	Q03661	1658
4911	Q03667	156
4912	Q03673	198
4913	Q03674	706
4914	Q03675	126
4915	Q03677	179
4916	Q03687	405
4917	Q03690	1277
4918	Q03691	256
4919	Q03694	420
4920	Q03695	313
4921	Q03697	442
4922	Q03702	353
4923	Q03703	340
4924	Q03705	181
4925	Q03707	834
4926	Q03713	159
4927	Q03714	838
4928	Q03718	556
4929	Q03722	664
4930	Q03723	332
4931	Q03730	393
4932	Q03735	1134
4933	Q03750	510
4934	Q03758	920
4935	Q03759	105
4936	Q03760	334
4937	Q03761	539
4938	Q03764	534
4939	Q03768	265
4940	Q03769	411
4941	Q03770	852
4942	Q03771	387
4943	Q03772	175
4944	Q03774	444
4945	Q03776	544
4946	Q03778	218
4947	Q03780	787
4948	Q03782	492
4949	Q03783	95
4950	Q03784	219
4951	Q03785	461
4952	Q03786	193
4953	Q03787	373
4954	Q03788	91
4955	Q03790	475
4956	Q03792	727
4957	Q03795	547
4958	Q03796	238
4959	Q03798	255
4960	Q03799	155
4961	Q03818	150
4962	Q03823	816
4963	Q03824	705
4964	Q03825	758
4965	Q03829	368
4966	Q03831	136
4967	Q03833	894
4968	Q03834	1242
4969	Q03835	285
4970	Q03855	1755
4971	Q03856	440
4972	Q03860	143
4973	Q03862	593
4974	Q03864	110
4975	Q03868	1245
4976	Q03879	124
4977	Q03880	122
4978	Q03884	112
4979	Q03885	199
4980	Q03886	80
4981	Q03888	244
4982	Q03897	1148
4983	Q03898	291
4984	Q03899	556
4985	Q03900	495
4986	Q03904	111
4987	Q03913	190
4988	Q03919	77
4989	Q03920	221
4990	Q03921	1698
4991	Q03935	383
4992	Q03937	162
4993	Q03940	463
4994	Q03941	241
4995	Q03942	479
4996	Q03944	604
4997	Q03954	165
4998	Q03956	351
4999	Q03957	528
5000	Q03964	440
5001	Q03973	246
5002	Q03976	319
5003	Q03981	162
5004	Q03983	463
5005	Q04002	1493
5006	Q04003	481
5007	Q04004	230
5008	Q04005	294
5009	Q04006	179
5010	Q04007	877
5011	Q04013	314
5012	Q04018	355
5013	Q04019	206
5014	Q04031	235
5015	Q04033	374
5016	Q04048	859
5017	Q04049	632
5018	Q04052	950
5019	Q04053	625
5020	Q04062	393
5021	Q04066	261
5022	Q04067	274
5023	Q04069	103
5024	Q04080	534
5025	Q04081	328
5026	Q04082	140
5027	Q04083	370
5028	Q04087	347
5029	Q04089	582
5030	Q04093	687
5031	Q04100	135
5032	Q04110	302
5033	Q04116	353
5034	Q04119	674
5035	Q04120	196
5036	Q04121	633
5037	Q04149	632
5038	Q04162	555
5039	Q04170	232
5040	Q04172	456
5041	Q04174	516
5042	Q04175	944
5043	Q04177	643
5044	Q04178	221
5045	Q04179	340
5046	Q04182	1529
5047	Q04183	1289
5048	Q04195	904
5049	Q04199	468
5050	Q04201	117
5051	Q04203	84
5052	Q04210	160
5053	Q04212	335
5054	Q04213	475
5055	Q04214	1755
5056	Q04215	440
5057	Q04216	342
5058	Q04217	1267
5059	Q04223	302
5060	Q04225	511
5061	Q04226	346
5062	Q04228	584
5063	Q04231	177
5064	Q04233	774
5065	Q04235	462
5066	Q04264	1277
5067	Q04272	221
5068	Q04276	118
5069	Q04279	960
5070	Q04299	284
5071	Q04301	562
5072	Q04304	227
5073	Q04305	513
5074	Q04307	110
5075	Q04311	632
5076	Q04322	720
5077	Q04329	127
5078	Q04336	1088
5079	Q04338	217
5080	Q04341	121
5081	Q04344	158
5082	Q04347	519
5083	Q04359	397
5084	Q04364	514
5085	Q04368	295
5086	Q04370	399
5087	Q04371	470
5088	Q04372	366
5089	Q04373	656
5090	Q04377	747
5091	Q04383	521
5092	Q04396	274
5093	Q04398	127
5094	Q04399	608
5095	Q04401	133
5096	Q04406	187
5097	Q04408	483
5098	Q04409	500
5099	Q04410	372
5100	Q04411	772
5101	Q04412	482
5102	Q04413	109
5103	Q04418	439
5104	Q04429	423
5105	Q04430	367
5106	Q04431	385
5107	Q04432	237
5108	Q04433	528
5109	Q04434	166
5110	Q04436	120
5111	Q04437	629
5112	Q04438	115
5113	Q04439	1219
5114	Q04458	532
5115	Q04461	462
5116	Q04471	368
5117	Q04472	501
5118	Q04477	213
5119	Q04487	196
5120	Q04489	525
5121	Q04491	297
5122	Q04493	163
5123	Q04500	899
5124	Q04501	128
5125	Q04502	122
5126	Q04511	668
5127	Q04516	312
5128	Q04521	102
5129	Q04526	418
5130	Q04533	649
5131	Q04545	1251
5132	Q04549	284
5133	Q04562	672
5134	Q04585	715
5135	Q04597	100
5136	Q04598	105
5137	Q04599	285
5138	Q04600	565
5139	Q04601	652
5140	Q04602	768
5141	Q04603	196
5142	Q04608	324
5143	Q04623	453
5144	Q04629	336
5145	Q04632	607
5146	Q04636	552
5147	Q04638	464
5148	Q04651	352
5149	Q04658	369
5150	Q04659	317
5151	Q04660	807
5152	Q04670	1755
5153	Q04673	461
5154	Q04674	123
5155	Q04675	128
5156	Q04689	311
5157	Q04693	1361
5158	Q04697	403
5159	Q04705	352
5160	Q04706	440
5161	Q04711	1755
5162	Q04712	507
5163	Q04728	441
5164	Q04734	239
5165	Q04739	417
5166	Q04740	348
5167	Q04746	504
5168	Q04748	898
5169	Q04749	426
5170	Q04751	285
5171	Q04767	167
5172	Q04772	201
5173	Q04773	145
5174	Q04779	684
5175	Q04781	1562
5176	Q04792	585
5177	Q04806	366
5178	Q04814	134
5179	Q04835	414
5180	Q04838	102
5181	Q04839	188
5182	Q04847	553
5183	Q04867	317
5184	Q04868	273
5185	Q04869	349
5186	Q04893	1140
5187	Q04894	360
5188	Q04895	635
5189	Q04897	101
5190	Q04898	105
5191	Q04902	237
5192	Q04909	80
5193	Q04921	423
5194	Q04922	465
5195	Q04923	97
5196	Q04924	702
5197	Q04925	415
5198	Q04930	467
5199	Q04934	453
5200	Q04935	205
5201	Q04947	295
5202	Q04949	312
5203	Q04951	389
5204	Q04952	1785
5205	Q04958	1679
5206	Q04964	104
5207	Q04969	178
5208	Q04978	212
5209	Q04991	504
5210	Q05015	223
5211	Q05016	267
5212	Q05021	590
5213	Q05022	1729
5214	Q05024	226
5215	Q05027	157
5216	Q05029	724
5217	Q05031	458
5218	Q05040	523
5219	Q05043	376
5220	Q05050	843
5221	Q05080	669
5222	Q05123	467
5223	Q05131	434
5224	Q05164	967
5225	Q05166	528
5226	Q05359	219
5227	Q05451	56
5228	Q05468	723
5229	Q05471	1514
5230	Q05473	314
5231	Q05497	695
5232	Q05498	189
5233	Q05503	100
5234	Q05506	607
5235	Q05510	147
5236	Q05515	481
5237	Q05518	499
5238	Q05521	289
5239	Q05530	114
5240	Q05533	292
5241	Q05541	303
5242	Q05543	409
5243	Q05549	1077
5244	Q05567	589
5245	Q05568	337
5246	Q05580	639
5247	Q05583	330
5248	Q05584	274
5249	Q05610	365
5250	Q05611	235
5251	Q05612	105
5252	Q05635	350
5253	Q05636	305
5254	Q05637	104
5255	Q05648	414
5256	Q05670	677
5257	Q05672	457
5258	Q05676	74
5259	Q05775	265
5260	Q05776	175
5261	Q05777	254
5262	Q05778	276
5263	Q05779	260
5264	Q05785	613
5265	Q05787	833
5266	Q05788	311
5267	Q05789	226
5268	Q05790	422
5269	Q05791	360
5270	Q05809	96
5271	Q05812	728
5272	Q05827	59
5273	Q05854	1341
5274	Q05863	155
5275	Q05867	314
5276	Q05871	280
5277	Q05874	261
5278	Q05881	355
5279	Q05892	277
5280	Q05898	108
5281	Q05899	129
5282	Q05900	231
5283	Q05902	660
5284	Q05905	244
5285	Q05911	482
5286	Q05919	439
5287	Q05924	578
5288	Q05926	109
5289	Q05930	598
5290	Q05931	657
5291	Q05933	178
5292	Q05934	901
5293	Q05937	343
5294	Q05942	220
5295	Q05946	817
5296	Q05947	369
5297	Q05948	407
5298	Q05949	395
5299	Q05955	493
5300	Q05958	814
5301	Q05979	453
5302	Q05998	598
5303	Q06001	478
5304	Q06005	328
5305	Q06010	1027
5306	Q06011	112
5307	Q06032	482
5308	Q06051	157
5309	Q06053	668
5310	Q06057	63
5311	Q06058	285
5312	Q06063	367
5313	Q06070	228
5314	Q06071	122
5315	Q06078	939
5316	Q06089	161
5317	Q06090	140
5318	Q06091	175
5319	Q06096	861
5320	Q06098	443
5321	Q06102	208
5322	Q06103	429
5323	Q06104	294
5324	Q06106	887
5325	Q06107	315
5326	Q06108	1083
5327	Q06109	277
5328	Q06116	2489
5329	Q06127	126
5330	Q06132	899
5331	Q06134	477
5332	Q06135	555
5333	Q06137	509
5334	Q06139	101
5335	Q06142	861
5336	Q06143	298
5337	Q06144	216
5338	Q06146	321
5339	Q06147	687
5340	Q06148	342
5341	Q06149	701
5342	Q06150	570
5343	Q06151	350
5344	Q06152	274
5345	Q06156	1176
5346	Q06158	115
5347	Q06159	398
5348	Q06160	661
5349	Q06162	153
5350	Q06163	884
5351	Q06164	1454
5352	Q06168	426
5353	Q06169	523
5354	Q06170	240
5355	Q06177	86
5356	Q06178	401
5357	Q06179	2628
5358	Q06188	304
5359	Q06199	204
5360	Q06200	448
5361	Q06201	188
5362	Q06204	433
5363	Q06205	392
5364	Q06208	395
5365	Q06211	1407
5366	Q06213	157
5367	Q06214	492
5368	Q06216	648
5369	Q06217	110
5370	Q06218	594
5371	Q06224	779
5372	Q06235	118
5373	Q06236	168
5374	Q06244	254
5375	Q06245	871
5376	Q06247	608
5377	Q06251	628
5378	Q06252	201
5379	Q06263	330
5380	Q06266	489
5381	Q06267	115
5382	Q06287	252
5383	Q06315	1026
5384	Q06321	1198
5385	Q06324	491
5386	Q06325	596
5387	Q06328	317
5388	Q06333	122
5389	Q06336	557
5390	Q06337	982
5391	Q06338	283
5392	Q06339	672
5393	Q06340	456
5394	Q06344	628
5395	Q06346	221
5396	Q06349	442
5397	Q06350	511
5398	Q06385	345
5399	Q06389	190
5400	Q06390	306
5401	Q06405	101
5402	Q06406	86
5403	Q06407	1009
5404	Q06408	635
5405	Q06409	1932
5406	Q06410	417
5407	Q06411	708
5408	Q06412	1307
5409	Q06417	326
5410	Q06436	670
5411	Q06440	651
5412	Q06449	215
5413	Q06451	622
5414	Q06466	467
5415	Q06469	252
5416	Q06479	807
5417	Q06485	197
5418	Q06488	889
5419	Q06489	411
5420	Q06490	572
5421	Q06493	454
5422	Q06494	345
5423	Q06497	328
5424	Q06504	195
5425	Q06505	410
5426	Q06506	573
5427	Q06508	300
5428	Q06510	381
5429	Q06511	250
5430	Q06512	552
5431	Q06522	304
5432	Q06523	435
5433	Q06524	206
5434	Q06525	465
5435	Q06537	140
5436	Q06538	782
5437	Q06541	321
5438	Q06543	272
5439	Q06549	142
5440	Q06551	359
5441	Q06554	1556
5442	Q06563	197
5443	Q06567	569
5444	Q06568	189
5445	Q06580	163
5446	Q06592	156
5447	Q06593	877
5448	Q06594	109
5449	Q06595	470
5450	Q06596	294
5451	Q06597	130
5452	Q06598	404
5453	Q06604	576
5454	Q06608	200
5455	Q06616	221
5456	Q06623	655
5457	Q06624	347
5458	Q06625	1536
5459	Q06628	738
5460	Q06629	674
5461	Q06630	226
5462	Q06631	534
5463	Q06632	1357
5464	Q06636	219
5465	Q06639	885
5466	Q06640	478
5467	Q06644	662
5468	Q06648	383
5469	Q06651	286
5470	Q06665	692
5471	Q06667	281
5472	Q06668	471
5473	Q06671	453
5474	Q06672	205
5475	Q06673	1274
5476	Q06674	414
5477	Q06675	368
5478	Q06676	274
5479	Q06677	668
5480	Q06678	367
5481	Q06679	776
5482	Q06680	1035
5483	Q06681	1438
5484	Q06682	500
5485	Q06683	689
5486	Q06685	1146
5487	Q06686	241
5488	Q06688	274
5489	Q06689	675
5490	Q06695	132
5491	Q06696	566
5492	Q06697	393
5493	Q06698	1435
5494	Q06702	301
5495	Q06703	312
5496	Q06704	911
5497	Q06705	408
5498	Q06706	1349
5499	Q06707	132
5500	Q06708	880
5501	Q06709	432
5502	Q06810	360
5503	Q06813	372
5504	Q06815	381
5505	Q06817	618
5506	Q06819	143
5507	Q06820	579
5508	Q06821	456
5509	Q06822	443
5510	Q06833	770
5511	Q06834	288
5512	Q06835	107
5513	Q06836	1226
5514	Q06839	1073
5515	Q06891	181
5516	Q06892	414
5517	Q06991	263
5518	Q07074	71
5519	Q07084	712
5520	Q07349	420
5521	Q07350	266
5522	Q07351	490
5523	Q07355	123
5524	Q07362	185
5525	Q07376	486
5526	Q07379	328
5527	Q07381	788
5528	Q07395	620
5529	Q07410	141
5530	Q07418	342
5531	Q07435	109
5532	Q07438	124
5533	Q07442	638
5534	Q07451	203
5535	Q07454	984
5536	Q07457	700
5537	Q07458	294
5538	Q07468	1049
5539	Q07471	609
5540	Q07478	446
5541	Q07500	545
5542	Q07505	273
5543	Q07508	261
5544	Q07509	169
5545	Q07521	108
5546	Q07527	1436
5547	Q07528	640
5548	Q07530	308
5549	Q07532	353
5550	Q07533	885
5551	Q07534	307
5552	Q07535	126
5553	Q07540	174
5554	Q07541	149
5555	Q07549	140
5556	Q07551	312
5557	Q07555	291
5558	Q07560	283
5559	Q07589	356
5560	Q07613	109
5561	Q07622	623
5562	Q07623	225
5563	Q07629	317
5564	Q07648	150
5565	Q07649	183
5566	Q07651	309
5567	Q07653	1046
5568	Q07655	649
5569	Q07657	551
5570	Q07658	213
5571	Q07660	1125
5572	Q07684	458
5573	Q07688	167
5574	Q07716	390
5575	Q07729	489
5576	Q07732	790
5577	Q07738	123
5578	Q07746	117
5579	Q07747	329
5580	Q07748	340
5581	Q07786	357
5582	Q07788	383
5583	Q07790	131
5584	Q07791	1770
5585	Q07793	1604
5586	Q07794	436
5587	Q07798	868
5588	Q07799	665
5589	Q07800	427
5590	Q07804	573
5591	Q07807	879
5592	Q07811	101
5593	Q07821	250
5594	Q07824	586
5595	Q07825	749
5596	Q07829	113
5597	Q07830	1017
5598	Q07834	825
5599	Q07843	230
5600	Q07844	837
5601	Q07845	632
5602	Q07865	126
5603	Q07872	247
5604	Q07878	3144
5605	Q07879	167
5606	Q07880	148
5607	Q07881	127
5608	Q07887	179
5609	Q07888	1374
5610	Q07895	862
5611	Q07896	663
5612	Q07897	291
5613	Q07904	523
5614	Q07913	336
5615	Q07914	168
5616	Q07915	199
5617	Q07921	160
5618	Q07923	191
5619	Q07927	99
5620	Q07928	141
5621	Q07930	204
5622	Q07938	337
5623	Q07949	397
5624	Q07950	538
5625	Q07951	179
5626	Q07953	250
5627	Q07959	543
5628	Q07963	1872
5629	Q07967	263
5630	Q07978	186
5631	Q07979	502
5632	Q07980	695
5633	Q07986	203
5634	Q07987	124
5635	Q07988	224
5636	Q07989	106
5637	Q07990	161
5638	Q07992	125
5639	Q07993	356
5640	Q08001	693
5641	Q08003	200
5642	Q08004	166
5643	Q08018	140
5644	Q08023	583
5645	Q08027	131
5646	Q08032	650
5647	Q08045	131
5648	Q08054	341
5649	Q08058	207
5650	Q08096	367
5651	Q08108	686
5652	Q08109	551
5653	Q08110	124
5654	Q08118	586
5655	Q08119	714
5656	Q08144	397
5657	Q08157	551
5658	Q08162	1001
5659	Q08172	172
5660	Q08176	113
5661	Q08179	573
5662	Q08182	245
5663	Q08187	201
5664	Q08193	484
5665	Q08199	421
5666	Q08202	246
5667	Q08204	1093
5668	Q08205	117
5669	Q08206	761
5670	Q08207	100
5671	Q08208	459
5672	Q08213	363
5673	Q08214	380
5674	Q08215	383
5675	Q08216	224
5676	Q08217	1101
5677	Q08218	356
5678	Q08219	342
5679	Q08220	491
5680	Q08222	106
5681	Q08223	395
5682	Q08224	551
5683	Q08225	711
5684	Q08226	957
5685	Q08227	384
5686	Q08229	501
5687	Q08230	162
5688	Q08231	455
5689	Q08232	322
5690	Q08234	1294
5691	Q08235	291
5692	Q08236	1176
5693	Q08237	289
5694	Q08238	132
5695	Q08240	163
5696	Q08241	117
5697	Q08245	113
5698	Q08259	102
5699	Q08268	501
5700	Q08269	859
5701	Q08270	108
5702	Q08271	471
5703	Q08272	129
5704	Q08273	121
5705	Q08278	222
5706	Q08280	497
5707	Q08281	1341
5708	Q08282	695
5709	Q08285	240
5710	Q08287	484
5711	Q08293	103
5712	Q08295	589
5713	Q08299	606
5714	Q08300	171
5715	Q08321	113
5716	Q08322	120
5717	Q08347	646
5718	Q08361	143
5719	Q08373	112
5720	Q08387	944
5721	Q08409	1394
5722	Q08411	143
5723	Q08412	411
5724	Q08416	157
5725	Q08417	382
5726	Q08419	115
5727	Q08421	412
5728	Q08422	150
5729	Q08428	113
5730	Q08438	674
5731	Q08439	144
5732	Q08444	459
5733	Q08446	395
5734	Q08448	450
5735	Q08457	257
5736	Q08465	219
5737	Q08471	629
5738	Q08474	114
5739	Q08484	637
5740	Q08485	598
5741	Q08486	104
5742	Q08490	590
5743	Q08491	747
5744	Q08492	214
5745	Q08496	732
5746	Q08498	113
5747	Q08503	116
5748	Q08504	108
5749	Q08521	101
5750	Q08522	113
5751	Q08532	130
5752	Q08533	101
5753	Q08540	154
5754	Q08543	101
5755	Q08548	619
5756	Q08550	464
5757	Q08553	188
5758	Q08558	271
5759	Q08559	129
5760	Q08560	144
5761	Q08561	116
5762	Q08562	1619
5763	Q08579	599
5764	Q08580	376
5765	Q08581	821
5766	Q08601	432
5767	Q08604	109
5768	Q08620	132
5769	Q08621	117
5770	Q08622	556
5771	Q08630	104
5772	Q08634	303
5773	Q08641	628
5774	Q08645	548
5775	Q08646	371
5776	Q08647	676
5777	Q08649	445
5778	Q08650	418
5779	Q08651	330
5780	Q08673	210
5781	Q08681	100
5782	Q08683	685
5783	Q08685	445
5784	Q08686	304
5785	Q08687	178
5786	Q08689	176
5787	Q08692	278
5788	Q08693	809
5789	Q08702	217
5790	Q08723	338
5791	Q08726	347
5792	Q08728	135
5793	Q08729	430
5794	Q08732	759
5795	Q08734	132
5796	Q08736	102
5797	Q08741	106
5798	Q08742	149
5799	Q08743	309
5800	Q08745	105
5801	Q08746	203
5802	Q08747	228
5803	Q08748	1289
5804	Q08749	192
5805	Q08750	479
5806	Q08754	746
5807	Q08756	102
5808	Q08760	435
5809	Q08773	1120
5810	Q08774	242
5811	Q08777	521
5812	Q08786	185
5813	Q08789	138
5814	Q08811	116
5815	Q08816	343
5816	Q08817	791
5817	Q08818	692
5818	Q08822	631
5819	Q08826	162
5820	Q08831	523
5821	Q08842	122
5822	Q08844	703
5823	Q08872	117
5824	Q08873	200
5825	Q08886	897
5826	Q08887	554
5827	Q08900	122
5828	Q08902	515
5829	Q08903	112
5830	Q08904	546
5831	Q08905	711
5832	Q08906	153
5833	Q08907	204
5834	Q08908	694
5835	Q08909	290
5836	Q08910	206
5837	Q08911	376
5838	Q08912	624
5839	Q08913	375
5840	Q08914	237
5841	Q08915	147
5842	Q08916	105
5843	Q08919	783
5844	Q08920	208
5845	Q08921	799
5846	Q08922	127
5847	Q08923	506
5848	Q08924	1013
5849	Q08925	612
5850	Q08926	304
5851	Q08927	131
5852	Q08929	609
5853	Q08930	360
5854	Q08931	133
5855	Q08932	381
5856	Q08949	612
5857	Q08951	932
5858	Q08952	273
5859	Q08953	137
5860	Q08954	240
5861	Q08955	156
5862	Q08956	461
5863	Q08957	416
5864	Q08958	114
5865	Q08959	321
5866	Q08960	810
5867	Q08961	583
5868	Q08962	181
5869	Q08963	238
5870	Q08964	1102
5871	Q08965	1183
5872	Q08966	492
5873	Q08967	793
5874	Q08968	688
5875	Q08969	168
5876	Q08970	484
5877	Q08971	146
5878	Q08972	1196
5879	Q08974	193
5880	Q08975	551
5881	Q08976	102
5882	Q08977	551
5883	Q08979	651
5884	Q08980	353
5885	Q08981	209
5886	Q08984	517
5887	Q08985	325
5888	Q08986	587
5889	Q08989	487
5890	Q08990	100
5891	Q08991	375
5892	Q08992	237
5893	Q08993	238
5894	Q08994	102
5895	Q08995	1032
5896	Q10740	671
5897	Q12000	345
5898	Q12001	544
5899	Q12003	364
5900	Q12004	338
5901	Q12006	378
5902	Q12008	311
5903	Q12009	286
5904	Q12010	308
5905	Q12012	251
5906	Q12013	749
5907	Q12015	292
5908	Q12016	184
5909	Q12017	286
5910	Q12018	815
5911	Q12019	4910
5912	Q12020	392
5913	Q12021	506
5914	Q12023	107
5915	Q12024	460
5916	Q12025	205
5917	Q12026	108
5918	Q12027	708
5919	Q12028	832
5920	Q12029	327
5921	Q12030	206
5922	Q12031	575
5923	Q12032	185
5924	Q12033	661
5925	Q12034	447
5926	Q12035	217
5927	Q12036	173
5928	Q12038	1033
5929	Q12039	706
5930	Q12040	230
5931	Q12041	191
5932	Q12042	273
5933	Q12043	749
5934	Q12044	265
5935	Q12045	647
5936	Q12046	339
5937	Q12047	102
5938	Q12048	136
5939	Q12049	470
5940	Q12050	791
5941	Q12051	335
5942	Q12052	315
5943	Q12055	197
5944	Q12056	156
5945	Q12057	282
5946	Q12058	100
5947	Q12059	462
5948	Q12060	488
5949	Q12063	375
5950	Q12064	193
5951	Q12066	484
5952	Q12067	313
5953	Q12068	342
5954	Q12069	462
5955	Q12070	107
5956	Q12071	889
5957	Q12072	812
5958	Q12074	293
5959	Q12077	108
5960	Q12078	473
5961	Q12079	277
5962	Q12080	455
5963	Q12082	118
5964	Q12083	715
5965	Q12084	232
5966	Q12085	440
5967	Q12086	430
5968	Q12088	1755
5969	Q12089	606
5970	Q12090	404
5971	Q12091	152
5972	Q12092	213
5973	Q12093	417
5974	Q12094	313
5975	Q12096	491
5976	Q12098	748
5977	Q12099	399
5978	Q12100	620
5979	Q12102	859
5980	Q12103	647
5981	Q12104	458
5982	Q12106	302
5983	Q12107	265
5984	Q12108	567
5985	Q12109	432
5986	Q12110	428
5987	Q12111	104
